公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
浙富控股,2018-12-31,2.95亿,9280万,4636万,1.56亿,11.0亿
浙富控股,2017-12-31,2.59亿,7645万,4738万,1.36亿,11.0亿
浙富控股,2016-12-31,2.45亿,1994万,4772万,1.77亿,11.2亿
海宁皮城,2018-12-31,3.17亿,-147万,1.94亿,1.24亿,17.1亿
海宁皮城,2017-12-31,3.47亿,1188万,2.17亿,1.18亿,18.8亿
海宁皮城,2016-12-31,3.96亿,7284万,2.13亿,1.10亿,21.8亿
浙江众成,2018-12-31,1.57亿,3190万,3104万,9366万,10.5亿
浙江众成,2017-12-31,1.21亿,1321万,2147万,8653万,6.35亿
浙江众成,2016-12-31,1.05亿,276万,1592万,8587万,5.39亿
宏润建设,2018-12-31,3.02亿,1.30亿,1048万,1.61亿,98.9亿
宏润建设,2017-12-31,3.37亿,1.50亿,2409万,1.63亿,81.3亿
宏润建设,2016-12-31,4.11亿,2.34亿,3367万,1.44亿,88.0亿
晋亿实业,2018-12-31,3.18亿,2758万,1.76亿,1.15亿,34.7亿
晋亿实业,2017-12-31,2.70亿,4008万,1.17亿,1.13亿,29.7亿
晋亿实业,2016-12-31,2.87亿,1836万,1.00亿,1.69亿,22.8亿
杭州园林,2018-12-31,3870万,12.9万,247万,3610万,5.23亿
杭州园林,2017-12-31,3340万,113万,271万,2956万,1.84亿
杭州园林,2016-12-31,3346万,84.3万,179万,3082万,1.16亿
振德医疗,2018-12-31,2.53亿,2377万,1.18亿,1.11亿,14.3亿
振德医疗,2017-12-31,2.20亿,2963万,8932万,1.01亿,13.1亿
振德医疗,2016-12-31,2.31亿,1701万,7743万,1.37亿,10.3亿
微光股份,2018-12-31,4571万,-94.4万,2552万,2113万,6.47亿
微光股份,2017-12-31,3696万,322万,1941万,1433万,5.69亿
微光股份,2016-12-31,4390万,-477万,1775万,3091万,4.41亿
祥和实业,2018-12-31,3778万,-14.1万,1393万,2399万,3.40亿
祥和实业,2017-12-31,3966万,183万,1353万,2430万,3.00亿
祥和实业,2016-12-31,5460万,298万,1402万,3760万,2.62亿
康隆达,2018-12-31,1.21亿,-897万,6056万,6956万,9.05亿
康隆达,2017-12-31,1.15亿,1008万,4101万,6369万,7.67亿
康隆达,2016-12-31,1.13亿,469万,3571万,7249万,7.16亿
久立特材,2018-12-31,4.91亿,3756万,2.08亿,2.46亿,40.6亿
久立特材,2017-12-31,3.14亿,2372万,1.65亿,1.25亿,28.3亿
久立特材,2016-12-31,4.10亿,182万,1.67亿,2.40亿,27.0亿
新安股份,2018-12-31,8.54亿,6741万,3.49亿,4.37亿,110亿
新安股份,2017-12-31,7.84亿,8683万,2.94亿,4.04亿,72.8亿
新安股份,2016-12-31,8.45亿,7174万,2.54亿,5.19亿,68.0亿
我武生物,2018-12-31,1.91亿,-1118万,1.68亿,3416万,5.01亿
我武生物,2017-12-31,1.51亿,-377万,1.29亿,2619万,3.86亿
我武生物,2016-12-31,1.45亿,-438万,1.14亿,3480万,3.12亿
三星医疗,2018-12-31,9.34亿,5596万,4.73亿,4.05亿,58.7亿
三星医疗,2017-12-31,7.23亿,3255万,3.99亿,2.91亿,53.7亿
三星医疗,2016-12-31,8.45亿,2340万,3.77亿,4.45亿,49.2亿
拓普集团,2018-12-31,5.12亿,456万,2.90亿,2.18亿,59.8亿
拓普集团,2017-12-31,4.56亿,1649万,2.69亿,1.70亿,50.9亿
拓普集团,2016-12-31,5.08亿,-2485万,2.01亿,3.32亿,39.4亿
晶盛机电,2018-12-31,1.57亿,-217万,4571万,1.14亿,25.4亿
晶盛机电,2017-12-31,1.21亿,-290万,3730万,8629万,19.5亿
晶盛机电,2016-12-31,1.85亿,387万,2160万,1.60亿,10.9亿
百达精工,2018-12-31,8459万,1330万,2791万,4338万,7.75亿
百达精工,2017-12-31,8183万,1743万,2462万,3977万,7.28亿
百达精工,2016-12-31,7994万,1336万,1806万,4852万,5.49亿
*ST菲达,2018-12-31,5.21亿,1.34亿,8939万,2.98亿,35.2亿
*ST菲达,2017-12-31,5.10亿,9692万,1.04亿,3.09亿,38.1亿
*ST菲达,2016-12-31,4.62亿,5250万,9718万,3.12亿,36.9亿
申通快递,2018-12-31,3.67亿,-1.13亿,9608万,3.84亿,170亿
申通快递,2017-12-31,3.01亿,-8640万,7625万,3.11亿,127亿
申通快递,2016-12-31,3.30亿,1143万,7445万,2.44亿,98.8亿
铁流股份,2018-12-31,1.33亿,-66.4万,6110万,7279万,9.66亿
铁流股份,2017-12-31,1.03亿,368万,6061万,3881万,8.52亿
铁流股份,2016-12-31,1.10亿,-250万,5472万,5805万,7.24亿
会稽山,2018-12-31,2.38亿,470万,1.39亿,9479万,11.9亿
会稽山,2017-12-31,2.53亿,49.3万,1.51亿,1.01亿,12.9亿
会稽山,2016-12-31,2.19亿,1200万,1.18亿,8885万,10.5亿
思创医惠,2018-12-31,2.70亿,3900万,8638万,1.45亿,12.9亿
思创医惠,2017-12-31,2.07亿,1622万,7458万,1.16亿,11.1亿
思创医惠,2016-12-31,2.94亿,2865万,6606万,1.99亿,10.9亿
向日葵,2018-12-31,1.82亿,3501万,1930万,1.28亿,6.57亿
向日葵,2017-12-31,1.60亿,1510万,2092万,1.24亿,15.3亿
向日葵,2016-12-31,2.16亿,4885万,3124万,1.36亿,16.0亿
光启技术,2018-12-31,5514万,-9968万,2734万,1.27亿,4.64亿
光启技术,2017-12-31,946万,-1.09亿,2161万,9723万,3.80亿
光启技术,2016-12-31,6559万,177万,2194万,4188万,4.22亿
捷昌驱动,2018-12-31,1.21亿,-967万,7110万,6006万,11.2亿
捷昌驱动,2017-12-31,9656万,570万,5373万,3713万,6.95亿
捷昌驱动,2016-12-31,5870万,-711万,4046万,2534万,5.06亿
广宇集团,2018-12-31,2.07亿,5031万,6108万,9576万,31.7亿
广宇集团,2017-12-31,2.01亿,4263万,4063万,1.17亿,34.7亿
广宇集团,2016-12-31,1.31亿,1380万,4391万,7343万,42.0亿
集智股份,2018-12-31,3778万,-133万,1992万,1918万,1.40亿
集智股份,2017-12-31,2965万,-136万,1669万,1432万,1.15亿
集智股份,2016-12-31,2852万,-81.7万,1023万,1911万,1.00亿
五洲新春,2018-12-31,1.44亿,1116万,4449万,8787万,13.7亿
五洲新春,2017-12-31,1.06亿,886万,3428万,6311万,11.5亿
五洲新春,2016-12-31,1.34亿,696万,3394万,9266万,10.7亿
万丰奥威,2018-12-31,8.07亿,1.16亿,2.15亿,4.76亿,110亿
万丰奥威,2017-12-31,7.12亿,8867万,1.92亿,4.31亿,102亿
万丰奥威,2016-12-31,9.18亿,5318万,2.12亿,6.53亿,94.9亿
金卡智能,2018-12-31,4.09亿,122万,3.02亿,1.07亿,20.4亿
金卡智能,2017-12-31,3.65亿,-121万,2.52亿,1.14亿,16.9亿
金卡智能,2016-12-31,2.35亿,31.3万,1.09亿,1.25亿,8.54亿
三 力 士,2018-12-31,1.02亿,-996万,4774万,6386万,9.19亿
三 力 士,2017-12-31,9968万,692万,3662万,5614万,9.02亿
三 力 士,2016-12-31,1.04亿,-2239万,3579万,9086万,8.36亿
晨丰科技,2018-12-31,4670万,-38.7万,2335万,2373万,8.77亿
晨丰科技,2017-12-31,4396万,376万,2132万,1888万,7.77亿
晨丰科技,2016-12-31,5608万,204万,1627万,3777万,5.82亿
双箭股份,2018-12-31,1.29亿,-1340万,7646万,6568万,13.6亿
双箭股份,2017-12-31,1.58亿,779万,7686万,7335万,11.4亿
双箭股份,2016-12-31,2.23亿,-475万,9293万,1.35亿,10.7亿
中泰股份,2018-12-31,7920万,616万,1194万,6110万,5.95亿
中泰股份,2017-12-31,4482万,177万,1025万,3281万,4.86亿
中泰股份,2016-12-31,5398万,-7.49万,1188万,4218万,3.37亿
荣晟环保,2018-12-31,1.19亿,35.4万,4423万,7398万,20.9亿
荣晟环保,2017-12-31,7541万,242万,4107万,3193万,20.3亿
荣晟环保,2016-12-31,1.04亿,948万,2897万,6551万,10.3亿
明牌珠宝,2018-12-31,2.93亿,1251万,2.28亿,5257万,40.9亿
明牌珠宝,2017-12-31,2.84亿,2828万,2.07亿,4862万,36.9亿
明牌珠宝,2016-12-31,3.22亿,8246万,1.84亿,5511万,33.5亿
宏达高科,2018-12-31,8072万,-96.2万,3280万,4888万,6.38亿
宏达高科,2017-12-31,8287万,426万,2851万,5010万,6.35亿
宏达高科,2016-12-31,9888万,353万,2714万,6821万,5.70亿
新界泵业,2018-12-31,2.08亿,11.9万,1.22亿,8551万,15.0亿
新界泵业,2017-12-31,2.32亿,962万,1.32亿,9076万,15.1亿
新界泵业,2016-12-31,2.30亿,-393万,9669万,1.37亿,13.2亿
红蜻蜓,2018-12-31,7.25亿,-1772万,4.59亿,2.83亿,30.4亿
红蜻蜓,2017-12-31,6.80亿,-1650万,4.37亿,2.59亿,32.5亿
红蜻蜓,2016-12-31,6.64亿,-1081万,4.15亿,2.60亿,28.7亿
英飞特,2018-12-31,1.56亿,-557万,9225万,6968万,9.65亿
英飞特,2017-12-31,1.41亿,1038万,7430万,5670万,7.63亿
英飞特,2016-12-31,1.49亿,789万,5771万,8346万,6.54亿
台华新材,2018-12-31,2.09亿,1540万,4963万,1.44亿,29.7亿
台华新材,2017-12-31,2.08亿,3923万,4556万,1.23亿,27.3亿
台华新材,2016-12-31,2.64亿,7104万,4143万,1.51亿,22.4亿
恒林股份,2018-12-31,1.84亿,-1678万,1.24亿,7721万,23.2亿
恒林股份,2017-12-31,1.87亿,2525万,1.03亿,5813万,19.0亿
恒林股份,2016-12-31,2.32亿,-1059万,9949万,1.43亿,17.2亿
普洛药业,2018-12-31,12.7亿,244万,8.09亿,4.61亿,63.8亿
普洛药业,2017-12-31,10.9亿,9514万,5.15亿,4.76亿,55.5亿
普洛药业,2016-12-31,9.86亿,1336万,3.17亿,6.56亿,47.7亿
东方电缆,2018-12-31,1.92亿,3548万,1.09亿,4762万,30.2亿
东方电缆,2017-12-31,1.44亿,3309万,7361万,3731万,20.6亿
东方电缆,2016-12-31,1.61亿,1298万,6536万,8295万,17.4亿
锦浪科技,2018-12-31,1.22亿,-647万,8667万,4183万,8.31亿
锦浪科技,2017-12-31,9678万,321万,6756万,2601万,8.23亿
锦浪科技,2016-12-31,5325万,215万,3010万,2100万,2.86亿
麒盛科技,2018-12-31,3.58亿,-4479万,2.46亿,1.57亿,23.9亿
麒盛科技,2017-12-31,2.99亿,3396万,1.45亿,1.20亿,13.9亿
麒盛科技,2016-12-31,3.59亿,-1249万,1.17亿,2.55亿,12.7亿
银江股份,2018-12-31,2.69亿,5223万,5623万,1.61亿,24.1亿
银江股份,2017-12-31,2.41亿,2834万,5367万,1.59亿,19.4亿
银江股份,2016-12-31,2.69亿,1771万,5381万,1.98亿,16.6亿
百隆东方,2018-12-31,5.90亿,1.67亿,1.35亿,2.88亿,60.0亿
百隆东方,2017-12-31,7.01亿,2.67亿,1.63亿,2.72亿,59.5亿
百隆东方,2016-12-31,4.30亿,-2761万,1.70亿,2.88亿,54.7亿
双环传动,2018-12-31,3.58亿,9983万,1.05亿,1.53亿,31.5亿
双环传动,2017-12-31,2.62亿,4770万,9873万,1.15亿,26.4亿
双环传动,2016-12-31,1.96亿,147万,6752万,1.27亿,17.4亿
中恒电气,2018-12-31,1.46亿,-1997万,9633万,6973万,9.84亿
中恒电气,2017-12-31,1.24亿,-2023万,7804万,6625万,8.66亿
中恒电气,2016-12-31,2.25亿,-19.4万,7520万,1.50亿,8.91亿
卫星石化,2018-12-31,5.90亿,7632万,2.49亿,2.64亿,100亿
卫星石化,2017-12-31,5.62亿,1.36亿,2.27亿,2.00亿,81.9亿
卫星石化,2016-12-31,8.01亿,1.60亿,2.03亿,4.39亿,53.5亿
宁波华翔,2018-12-31,12.9亿,940万,4.77亿,8.01亿,149亿
宁波华翔,2017-12-31,13.2亿,9211万,4.51亿,7.79亿,148亿
宁波华翔,2016-12-31,13.9亿,866万,3.80亿,9.97亿,125亿
宁波银行,2018-12-31,--,--,--,--,289亿
宁波银行,2017-12-31,--,--,--,--,253亿
宁波银行,2016-12-31,--,--,--,--,236亿
龙元建设,2018-12-31,4.03亿,6459万,461万,3.34亿,202亿
龙元建设,2017-12-31,4.38亿,1.22亿,441万,3.11亿,179亿
龙元建设,2016-12-31,3.85亿,8903万,738万,2.89亿,146亿
亿利达,2018-12-31,3.05亿,5979万,1.06亿,1.40亿,15.1亿
亿利达,2017-12-31,1.97亿,1638万,8723万,9371万,13.7亿
亿利达,2016-12-31,1.82亿,849万,7281万,1.01亿,9.87亿
金洲管道,2018-12-31,2.49亿,3206万,1.22亿,9461万,48.1亿
金洲管道,2017-12-31,1.95亿,2947万,8757万,7786万,38.6亿
金洲管道,2016-12-31,2.60亿,2303万,7176万,1.65亿,26.4亿
万盛股份,2018-12-31,1.64亿,304万,8960万,7164万,17.3亿
万盛股份,2017-12-31,1.44亿,1940万,7514万,4901万,14.7亿
万盛股份,2016-12-31,1.24亿,-1055万,6344万,7116万,12.3亿
杭州银行,2018-12-31,--,--,--,--,171亿
杭州银行,2017-12-31,--,--,--,--,141亿
杭州银行,2016-12-31,--,--,--,--,137亿
朗迪集团,2018-12-31,1.73亿,1424万,8845万,7017万,15.7亿
朗迪集团,2017-12-31,1.51亿,1223万,7141万,6747万,13.1亿
朗迪集团,2016-12-31,1.24亿,219万,4688万,7476万,7.76亿
镇海股份,2018-12-31,2419万,-405万,386万,2438万,6.34亿
镇海股份,2017-12-31,2363万,-241万,320万,2284万,2.92亿
镇海股份,2016-12-31,4289万,-129万,249万,4169万,3.05亿
浙能电力,2018-12-31,26.7亿,12.6亿,--,14.1亿,566亿
浙能电力,2017-12-31,24.8亿,10.5亿,--,14.3亿,512亿
浙能电力,2016-12-31,25.7亿,11.0亿,--,14.7亿,392亿
华东医药,2018-12-31,51.7亿,8648万,43.0亿,7.85亿,307亿
华东医药,2017-12-31,43.8亿,4748万,37.3亿,6.06亿,278亿
华东医药,2016-12-31,41.5亿,9409万,33.0亿,7.59亿,254亿
春风动力,2018-12-31,4.19亿,-2876万,3.34亿,1.13亿,25.5亿
春风动力,2017-12-31,3.60亿,1489万,2.20亿,1.25亿,18.2亿
春风动力,2016-12-31,3.32亿,-1298万,1.56亿,1.89亿,14.0亿
贝斯美,2018-12-31,3823万,-228万,1533万,2518万,4.65亿
贝斯美,2017-12-31,4169万,454万,1527万,2188万,4.34亿
贝斯美,2016-12-31,4065万,798万,1318万,1948万,3.38亿
爱仕达,2018-12-31,8.61亿,2757万,6.52亿,1.82亿,32.6亿
爱仕达,2017-12-31,8.81亿,4851万,6.79亿,1.54亿,30.7亿
爱仕达,2016-12-31,8.46亿,-825万,5.96亿,2.58亿,25.5亿
中马传动,2018-12-31,6537万,-817万,2553万,4800万,8.84亿
中马传动,2017-12-31,8235万,287万,2432万,5516万,8.81亿
中马传动,2016-12-31,1.01亿,552万,2191万,7370万,8.23亿
先锋新材,2018-12-31,2.93亿,603万,1.91亿,9566万,5.87亿
先锋新材,2017-12-31,2.91亿,2044万,2.11亿,5986万,6.89亿
先锋新材,2016-12-31,2.95亿,184万,2.20亿,7277万,7.62亿
海 利 得,2018-12-31,2.10亿,-579万,1.03亿,1.13亿,35.7亿
海 利 得,2017-12-31,2.40亿,3495万,1.05亿,9984万,31.9亿
海 利 得,2016-12-31,2.53亿,-1941万,8475万,1.87亿,25.7亿
星光农机,2018-12-31,9867万,390万,4080万,5397万,5.96亿
星光农机,2017-12-31,6756万,-315万,2754万,4317万,6.38亿
星光农机,2016-12-31,9123万,-214万,2241万,7095万,5.21亿
浙江医药,2018-12-31,19.1亿,880万,15.3亿,3.70亿,68.6亿
浙江医药,2017-12-31,10.6亿,2575万,6.55亿,3.77亿,56.9亿
浙江医药,2016-12-31,7.50亿,-2176万,2.34亿,5.38亿,52.8亿
雅戈尔,2018-12-31,37.7亿,8.76亿,22.0亿,6.93亿,96.4亿
雅戈尔,2017-12-31,38.5亿,11.7亿,20.2亿,6.57亿,98.4亿
雅戈尔,2016-12-31,38.0亿,11.9亿,17.9亿,8.21亿,149亿
华通医药,2018-12-31,1.71亿,1854万,9999万,5203万,15.2亿
华通医药,2017-12-31,1.22亿,643万,6984万,4623万,13.7亿
华通医药,2016-12-31,8876万,-145万,4624万,4397万,12.6亿
佩蒂股份,2018-12-31,1.17亿,-851万,4353万,8228万,8.69亿
佩蒂股份,2017-12-31,9006万,1253万,2337万,5416万,6.32亿
佩蒂股份,2016-12-31,6814万,-882万,1760万,5935万,5.51亿
道明光学,2018-12-31,1.39亿,-937万,7305万,7528万,12.0亿
道明光学,2017-12-31,1.21亿,1447万,4744万,5932万,8.07亿
道明光学,2016-12-31,1.03亿,-1240万,3285万,8208万,5.22亿
传化智联,2018-12-31,21.9亿,4.32亿,8.62亿,8.99亿,203亿
传化智联,2017-12-31,17.6亿,9409万,8.46亿,8.21亿,193亿
传化智联,2016-12-31,13.8亿,-1.20亿,5.88亿,9.10亿,81.8亿
华铁应急,2018-12-31,1.76亿,5809万,7874万,3951万,8.88亿
华铁应急,2017-12-31,1.59亿,5586万,7424万,2891万,6.94亿
华铁应急,2016-12-31,1.26亿,3433万,5692万,3459万,4.79亿
济民制药,2018-12-31,2.18亿,2029万,1.27亿,7037万,6.98亿
济民制药,2017-12-31,1.72亿,1420万,1.05亿,5293万,6.03亿
济民制药,2016-12-31,1.52亿,-351万,9528万,6054万,4.50亿
ST华鼎,2018-12-31,11.9亿,1336万,9.98亿,1.75亿,66.0亿
ST华鼎,2017-12-31,1.66亿,1532万,5120万,9909万,28.3亿
ST华鼎,2016-12-31,2.04亿,4286万,4493万,1.16亿,21.4亿
报 喜 鸟,2018-12-31,15.7亿,2196万,11.6亿,3.91亿,31.1亿
报 喜 鸟,2017-12-31,13.0亿,2776万,9.14亿,3.59亿,26.0亿
报 喜 鸟,2016-12-31,10.9亿,3539万,7.65亿,2.86亿,20.1亿
太平鸟,2018-12-31,31.7亿,2048万,26.7亿,4.83亿,77.1亿
太平鸟,2017-12-31,29.4亿,2131万,24.6亿,4.64亿,71.6亿
太平鸟,2016-12-31,27.5亿,3683万,22.0亿,5.13亿,63.2亿
宋城演艺,2018-12-31,4.89亿,-109万,2.88亿,2.03亿,32.1亿
宋城演艺,2017-12-31,4.96亿,1155万,3.25亿,1.59亿,30.2亿
宋城演艺,2016-12-31,4.59亿,1343万,2.77亿,1.69亿,26.4亿
乐歌股份,2018-12-31,3.22亿,-427万,2.65亿,6130万,9.47亿
乐歌股份,2017-12-31,2.53亿,1629万,1.90亿,4738万,7.48亿
乐歌股份,2016-12-31,1.70亿,-422万,1.18亿,5625万,4.88亿
海兴电力,2018-12-31,4.56亿,1844万,2.97亿,1.41亿,25.5亿
海兴电力,2017-12-31,4.63亿,3503万,3.09亿,1.19亿,30.3亿
海兴电力,2016-12-31,3.78亿,-8222万,2.06亿,2.55亿,21.6亿
海正药业,2018-12-31,36.5亿,4.07亿,25.1亿,7.29亿,102亿
海正药业,2017-12-31,25.3亿,3.10亿,16.0亿,6.19亿,106亿
海正药业,2016-12-31,25.8亿,2.64亿,12.9亿,10.2亿,97.3亿
宁波精达,2018-12-31,5085万,-725万,2983万,2827万,3.44亿
宁波精达,2017-12-31,5515万,302万,2618万,2595万,3.08亿
宁波精达,2016-12-31,5776万,-217万,2299万,3694万,2.34亿
奇精机械,2018-12-31,8856万,535万,2491万,5830万,13.8亿
奇精机械,2017-12-31,8942万,807万,1987万,6147万,12.9亿
奇精机械,2016-12-31,1.11亿,1011万,2012万,8031万,11.2亿
*ST尤夫,2018-12-31,6.78亿,3.39亿,1.47亿,1.92亿,38.6亿
*ST尤夫,2017-12-31,5.13亿,2.26亿,1.12亿,1.75亿,50.8亿
*ST尤夫,2016-12-31,1.79亿,4056万,7865万,6028万,24.6亿
*ST巴士,2018-12-31,1.19亿,86.5万,3510万,8275万,1.44亿
*ST巴士,2017-12-31,1.66亿,192万,9376万,6989万,5.91亿
*ST巴士,2016-12-31,1.77亿,-549万,8280万,1.00亿,6.58亿
银都股份,2018-12-31,3.24亿,-1418万,2.43亿,9529万,14.9亿
银都股份,2017-12-31,3.09亿,1412万,2.09亿,8565万,13.6亿
银都股份,2016-12-31,2.33亿,-1295万,1.41亿,1.06亿,11.5亿
百合花,2018-12-31,1.08亿,-213万,3186万,7835万,18.1亿
百合花,2017-12-31,9375万,833万,2433万,6109万,15.1亿
百合花,2016-12-31,1.46亿,161万,2420万,1.20亿,13.6亿
威星智能,2018-12-31,1.19亿,-130万,8526万,3530万,7.89亿
威星智能,2017-12-31,7849万,-575万,6081万,2343万,5.02亿
威星智能,2016-12-31,8206万,23.9万,4131万,4051万,3.90亿
田中精机,2018-12-31,9557万,1592万,2727万,5237万,8.03亿
田中精机,2017-12-31,1.17亿,1239万,2475万,7963万,5.04亿
田中精机,2016-12-31,5650万,37.0万,1358万,4255万,2.13亿
维科技术,2018-12-31,1.97亿,799万,5209万,1.37亿,16.0亿
维科技术,2017-12-31,2.01亿,1759万,5580万,1.27亿,16.0亿
维科技术,2016-12-31,2.33亿,2034万,6110万,1.51亿,18.5亿
爱柯迪,2018-12-31,1.98亿,-4512万,1.01亿,1.42亿,25.1亿
爱柯迪,2017-12-31,2.08亿,1168万,8682万,1.09亿,21.7亿
爱柯迪,2016-12-31,1.45亿,-4397万,7436万,1.14亿,18.1亿
继峰股份,2018-12-31,2.74亿,-982万,5358万,2.30亿,21.5亿
继峰股份,2017-12-31,2.04亿,236万,4867万,1.53亿,19.0亿
继峰股份,2016-12-31,2.03亿,-949万,3522万,1.77亿,14.7亿
均胜电子,2018-12-31,56.1亿,10.7亿,14.3亿,31.0亿,562亿
均胜电子,2017-12-31,27.9亿,5.09亿,7.71亿,15.1亿,266亿
均胜电子,2016-12-31,27.2亿,5.10亿,4.68亿,17.4亿,186亿
众合科技,2018-12-31,3.28亿,1.11亿,5984万,1.57亿,20.9亿
众合科技,2017-12-31,2.78亿,9946万,5654万,1.22亿,20.9亿
众合科技,2016-12-31,3.54亿,1.39亿,5001万,1.65亿,12.1亿
宁波中百,2018-12-31,8509万,123万,3540万,4846万,9.98亿
宁波中百,2017-12-31,8265万,229万,3703万,4333万,9.78亿
宁波中百,2016-12-31,7995万,135万,3492万,4368万,9.06亿
新光药业,2018-12-31,3919万,-582万,2870万,1631万,2.76亿
新光药业,2017-12-31,4776万,-219万,3225万,1770万,3.11亿
新光药业,2016-12-31,6888万,-137万,3619万,3406万,3.15亿
宁波富达,2018-12-31,4.91亿,1.77亿,1.82亿,1.32亿,51.6亿
宁波富达,2017-12-31,5.38亿,2.31亿,1.81亿,1.26亿,41.6亿
宁波富达,2016-12-31,6.20亿,2.77亿,2.16亿,1.28亿,55.6亿
永和智控,2018-12-31,5223万,-1200万,2556万,3867万,6.44亿
永和智控,2017-12-31,6385万,1151万,1860万,3374万,5.47亿
永和智控,2016-12-31,5895万,-647万,1732万,4811万,4.56亿
海翔药业,2018-12-31,3.42亿,-5151万,4378万,3.49亿,27.2亿
海翔药业,2017-12-31,4.90亿,1.42亿,3927万,3.09亿,23.1亿
海翔药业,2016-12-31,4.75亿,-5131万,3794万,4.88亿,24.3亿
浙江永强,2018-12-31,6.88亿,4934万,3.94亿,2.45亿,43.9亿
浙江永强,2017-12-31,9.39亿,2.51亿,4.48亿,2.40亿,45.4亿
浙江永强,2016-12-31,6.34亿,-5864万,3.73亿,3.20亿,37.9亿
卧龙地产,2018-12-31,2.36亿,-2352万,1.67亿,9223万,28.3亿
卧龙地产,2017-12-31,1.13亿,-1067万,4461万,7948万,15.6亿
卧龙地产,2016-12-31,8888万,191万,2884万,5812万,14.0亿
佐力药业,2018-12-31,4.38亿,2624万,3.38亿,7374万,7.30亿
佐力药业,2017-12-31,3.96亿,1490万,3.17亿,6338万,7.94亿
佐力药业,2016-12-31,4.40亿,1700万,3.38亿,8570万,8.40亿
米奥兰特,2018-12-31,1.06亿,-360万,8427万,2577万,4.37亿
米奥兰特,2017-12-31,9456万,-433万,7757万,2132万,4.21亿
米奥兰特,2016-12-31,8394万,-138万,6318万,2213万,3.33亿
合力科技,2018-12-31,7058万,78.2万,2610万,4370万,6.10亿
合力科技,2017-12-31,7184万,647万,2491万,4046万,5.39亿
合力科技,2016-12-31,7317万,694万,1880万,4742万,4.56亿
雷迪克,2018-12-31,4434万,-240万,1687万,2987万,4.58亿
雷迪克,2017-12-31,4706万,129万,1596万,2980万,4.95亿
雷迪克,2016-12-31,5700万,56.5万,1364万,4280万,3.93亿
钱江摩托,2018-12-31,2.80亿,-4019万,1.39亿,1.82亿,30.9亿
钱江摩托,2017-12-31,3.29亿,3151万,1.19亿,1.78亿,27.2亿
钱江摩托,2016-12-31,3.83亿,-4121万,9233万,3.32亿,22.6亿
桐昆股份,2018-12-31,12.8亿,5.73亿,1.26亿,5.85亿,416亿
桐昆股份,2017-12-31,7.97亿,2.20亿,1.03亿,4.73亿,328亿
桐昆股份,2016-12-31,8.64亿,1.81亿,9118万,5.92亿,256亿
哈尔斯,2018-12-31,3.43亿,2344万,1.78亿,1.41亿,17.9亿
哈尔斯,2017-12-31,2.88亿,2502万,1.45亿,1.18亿,14.4亿
哈尔斯,2016-12-31,3.05亿,-254万,1.40亿,1.67亿,13.4亿
杭锅股份,2018-12-31,2.38亿,-1224万,5572万,1.94亿,35.7亿
杭锅股份,2017-12-31,2.64亿,3595万,3574万,1.92亿,35.0亿
杭锅股份,2016-12-31,3.69亿,722万,5101万,3.11亿,27.1亿
伟星新材,2018-12-31,8.26亿,-1533万,6.25亿,2.16亿,45.7亿
伟星新材,2017-12-31,7.86亿,-816万,5.86亿,2.08亿,39.0亿
伟星新材,2016-12-31,7.30亿,-882万,5.02亿,2.38亿,33.2亿
士兰微,2018-12-31,3.86亿,7298万,9739万,2.16亿,30.3亿
士兰微,2017-12-31,3.59亿,7808万,8884万,1.92亿,27.4亿
士兰微,2016-12-31,5.26亿,4078万,7636万,4.08亿,23.8亿
荣盛石化,2018-12-31,24.2亿,13.3亿,7.40亿,3.40亿,914亿
荣盛石化,2017-12-31,12.2亿,4.39亿,5.09亿,2.77亿,720亿
荣盛石化,2016-12-31,25.7亿,12.6亿,4.31亿,8.80亿,455亿
银轮股份,2018-12-31,6.38亿,5446万,2.37亿,3.46亿,50.2亿
银轮股份,2017-12-31,5.44亿,5095万,1.98亿,2.96亿,43.2亿
银轮股份,2016-12-31,5.46亿,3092万,1.52亿,3.62亿,31.2亿
滨江集团,2018-12-31,12.7亿,6.57亿,3.07亿,3.10亿,211亿
滨江集团,2017-12-31,6.04亿,2.11亿,1.54亿,2.39亿,138亿
滨江集团,2016-12-31,5.72亿,1.14亿,1.62亿,2.96亿,195亿
东睦股份,2018-12-31,2.05亿,-318万,6897万,1.39亿,19.2亿
东睦股份,2017-12-31,2.00亿,122万,6763万,1.32亿,17.8亿
东睦股份,2016-12-31,2.70亿,1083万,6054万,1.99亿,14.7亿
伟星股份,2018-12-31,5.27亿,713万,2.70亿,2.51亿,27.1亿
伟星股份,2017-12-31,4.79亿,1458万,2.37亿,2.27亿,26.2亿
伟星股份,2016-12-31,4.72亿,-820万,2.03亿,2.76亿,21.7亿
东方日升,2018-12-31,9.17亿,6678万,4.56亿,3.95亿,97.5亿
东方日升,2017-12-31,8.88亿,1.20亿,4.55亿,3.14亿,115亿
东方日升,2016-12-31,6.85亿,9820万,2.09亿,3.78亿,70.2亿
金海环境,2018-12-31,8752万,-153万,4003万,4902万,5.65亿
金海环境,2017-12-31,8546万,490万,3508万,4548万,5.22亿
金海环境,2016-12-31,8209万,-92.3万,3084万,5217万,4.88亿
*ST仁智,2018-12-31,8807万,467万,1096万,7244万,25.5亿
*ST仁智,2017-12-31,8055万,180万,1271万,6604万,32.2亿
