公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
万马科技,2016-12-31,1.18亿,110万,7712万,4008万,3.71亿
浙江东方,2018-12-31,9.67亿,6815万,2.71亿,6.28亿,107亿
浙江东方,2017-12-31,7.92亿,3630万,2.61亿,4.95亿,98.1亿
浙江东方,2016-12-31,8.01亿,6905万,3.53亿,3.79亿,58.4亿
美诺华,2018-12-31,1.39亿,1105万,1887万,1.09亿,8.49亿
美诺华,2017-12-31,1.05亿,953万,1730万,7844万,6.05亿
美诺华,2016-12-31,1.05亿,-526万,1295万,9760万,5.78亿
华峰氨纶,2018-12-31,2.99亿,5022万,8865万,1.60亿,44.4亿
华峰氨纶,2017-12-31,2.87亿,6911万,8272万,1.35亿,41.5亿
华峰氨纶,2016-12-31,3.48亿,4767万,8861万,2.11亿,28.4亿
诚邦股份,2018-12-31,9784万,1313万,--,8471万,7.71亿
诚邦股份,2017-12-31,6558万,861万,--,5696万,7.43亿
诚邦股份,2016-12-31,6346万,576万,--,5770万,6.31亿
华海药业,2018-12-31,23.1亿,1.74亿,12.9亿,8.40亿,50.9亿
华海药业,2017-12-31,16.6亿,1.10亿,9.05亿,6.47亿,50.0亿
华海药业,2016-12-31,14.7亿,-803万,6.15亿,8.60亿,40.9亿
唐德影视,2018-12-31,2.40亿,8675万,2643万,1.27亿,3.72亿
唐德影视,2017-12-31,1.49亿,2415万,3794万,8665万,11.8亿
唐德影视,2016-12-31,1.48亿,4862万,3329万,6585万,7.88亿
永太科技,2018-12-31,5.83亿,1.09亿,1.55亿,3.18亿,33.0亿
永太科技,2017-12-31,4.87亿,1.13亿,1.05亿,2.69亿,27.5亿
永太科技,2016-12-31,3.05亿,3947万,4366万,2.22亿,17.5亿
海伦钢琴,2018-12-31,8285万,-797万,4627万,4456万,5.27亿
海伦钢琴,2017-12-31,7156万,-141万,3756万,3541万,4.70亿
海伦钢琴,2016-12-31,7481万,-443万,2889万,5034万,3.89亿
电光科技,2018-12-31,1.68亿,1899万,8874万,6038万,9.39亿
电光科技,2017-12-31,1.40亿,1488万,6778万,5783万,8.12亿
电光科技,2016-12-31,1.53亿,1087万,5582万,8630万,6.18亿
德宏股份,2018-12-31,5902万,-68.6万,2065万,3905万,4.59亿
德宏股份,2017-12-31,6063万,-12.0万,2515万,3560万,5.09亿
德宏股份,2016-12-31,6871万,-130万,2160万,4841万,4.16亿
华正新材,2018-12-31,1.62亿,2657万,7736万,5829万,16.8亿
华正新材,2017-12-31,1.51亿,2895万,6952万,5224万,15.1亿
华正新材,2016-12-31,1.75亿,912万,6668万,9891万,12.5亿
大元泵业,2018-12-31,1.10亿,-338万,6445万,4902万,11.1亿
大元泵业,2017-12-31,1.25亿,492万,6987万,4983万,11.2亿
大元泵业,2016-12-31,1.17亿,-75.8万,5211万,6535万,7.67亿
永贵电器,2018-12-31,2.25亿,-168万,1.07亿,1.19亿,13.1亿
永贵电器,2017-12-31,1.96亿,112万,9236万,1.03亿,12.7亿
永贵电器,2016-12-31,1.38亿,-896万,7463万,7251万,9.59亿
康盛股份,2018-12-31,3.67亿,1.18亿,8490万,1.64亿,29.2亿
康盛股份,2017-12-31,3.78亿,1.07亿,1.19亿,1.53亿,49.5亿
康盛股份,2016-12-31,2.93亿,5928万,8326万,1.50亿,28.1亿
花园生物,2018-12-31,6780万,-216万,1873万,5123万,6.60亿
花园生物,2017-12-31,6756万,791万,1293万,4672万,4.20亿
花园生物,2016-12-31,6349万,-571万,1174万,5746万,3.29亿
浙江富润,2018-12-31,1.59亿,2027万,5784万,8084万,27.7亿
浙江富润,2017-12-31,1.64亿,1540万,5755万,9148万,19.3亿
浙江富润,2016-12-31,1.05亿,1621万,1883万,6977万,8.79亿
浙江交科,2018-12-31,7.80亿,2.22亿,1.05亿,4.52亿,264亿
浙江交科,2017-12-31,7.60亿,2.67亿,9871万,3.94亿,208亿
浙江交科,2016-12-31,8.96亿,2.77亿,9020万,5.29亿,148亿
美都能源,2018-12-31,5.51亿,2.22亿,4366万,2.85亿,52.7亿
美都能源,2017-12-31,5.03亿,2.30亿,3032万,2.43亿,64.8亿
美都能源,2016-12-31,2.98亿,8758万,2568万,1.85亿,44.2亿
杭州高新,2018-12-31,1.20亿,2413万,5684万,3882万,8.53亿
杭州高新,2017-12-31,6667万,597万,3335万,2735万,6.52亿
杭州高新,2016-12-31,8185万,193万,2655万,5338万,5.62亿
万向钱潮,2018-12-31,8.42亿,6863万,3.57亿,4.17亿,114亿
万向钱潮,2017-12-31,8.41亿,6990万,3.70亿,4.01亿,112亿
万向钱潮,2016-12-31,13.7亿,1.10亿,3.90亿,8.72亿,108亿
康恩贝,2018-12-31,39.3亿,7183万,34.2亿,4.32亿,67.9亿
康恩贝,2017-12-31,27.0亿,6296万,22.8亿,3.55亿,52.9亿
康恩贝,2016-12-31,21.5亿,1.01亿,15.4亿,5.11亿,60.2亿
宁波海运,2018-12-31,2.24亿,1.20亿,--,1.04亿,25.7亿
宁波海运,2017-12-31,2.19亿,1.36亿,--,8320万,21.4亿
宁波海运,2016-12-31,1.87亿,1.41亿,--,4579万,11.3亿
香溢融通,2018-12-31,1.39亿,2103万,2444万,9386万,9.08亿
香溢融通,2017-12-31,1.51亿,2661万,1943万,1.05亿,11.2亿
香溢融通,2016-12-31,1.43亿,1551万,1925万,1.08亿,21.0亿
GQY视讯,2018-12-31,6628万,-46.7万,2573万,4102万,2.00亿
GQY视讯,2017-12-31,6607万,-752万,2647万,4712万,1.36亿
GQY视讯,2016-12-31,6801万,-1541万,2842万,5500万,1.72亿
皇马科技,2018-12-31,7005万,450万,3361万,3194万,17.2亿
皇马科技,2017-12-31,9860万,2898万,3837万,3126万,16.8亿
皇马科技,2016-12-31,1.77亿,2936万,3711万,1.11亿,15.0亿
大华股份,2018-12-31,38.8亿,-1.23亿,33.7亿,6.33亿,237亿
大华股份,2017-12-31,31.0亿,1.67亿,24.2亿,5.20亿,188亿
大华股份,2016-12-31,33.9亿,-8189万,16.4亿,18.3亿,133亿
宁波高发,2018-12-31,9827万,-44.0万,6973万,2898万,12.9亿
宁波高发,2017-12-31,8653万,-71.9万,5743万,2982万,12.1亿
宁波高发,2016-12-31,1.07亿,-58.3万,4125万,6640万,8.61亿
艾格拉斯,2018-12-31,1.43亿,2492万,2266万,9501万,8.29亿
艾格拉斯,2017-12-31,1.58亿,2197万,5612万,8013万,8.45亿
艾格拉斯,2016-12-31,1.49亿,726万,4790万,9412万,5.63亿
波导股份,2018-12-31,2361万,-376万,503万,2235万,6.07亿
波导股份,2017-12-31,9117万,536万,1966万,6615万,16.2亿
波导股份,2016-12-31,1.33亿,-339万,1928万,1.18亿,31.9亿
正泰电器,2018-12-31,33.9亿,3.89亿,17.4亿,12.6亿,274亿
正泰电器,2017-12-31,28.6亿,5.05亿,13.4亿,10.2亿,234亿
正泰电器,2016-12-31,30.3亿,4.16亿,10.1亿,16.0亿,202亿
温州宏丰,2018-12-31,9182万,3405万,1177万,4600万,11.7亿
温州宏丰,2017-12-31,8364万,2751万,1057万,4555万,10.1亿
温州宏丰,2016-12-31,9084万,1274万,964万,6847万,7.79亿
扬帆新材,2018-12-31,5514万,-421万,979万,4957万,5.26亿
扬帆新材,2017-12-31,4645万,386万,868万,3392万,4.36亿
扬帆新材,2016-12-31,5591万,106万,788万,4698万,3.85亿
宁波港,2018-12-31,21.2亿,5.45亿,281万,15.7亿,219亿
宁波港,2017-12-31,18.4亿,3.95亿,336万,14.4亿,182亿
宁波港,2016-12-31,17.0亿,3.25亿,174万,13.7亿,163亿
航天彩虹,2018-12-31,2.97亿,3766万,5731万,2.02亿,27.2亿
航天彩虹,2017-12-31,1.18亿,1534万,1355万,8869万,14.5亿
航天彩虹,2016-12-31,7732万,-14.1万,186万,7560万,5.15亿
南都电源,2018-12-31,8.99亿,1.28亿,5.40亿,2.31亿,80.6亿
南都电源,2017-12-31,7.27亿,1.20亿,4.27亿,1.80亿,86.4亿
南都电源,2016-12-31,7.34亿,7802万,3.69亿,2.87亿,71.4亿
先锋电子,2018-12-31,6521万,-268万,4041万,2748万,2.89亿
先锋电子,2017-12-31,5887万,-656万,3638万,2905万,3.10亿
先锋电子,2016-12-31,7526万,-500万,3376万,4650万,2.93亿
浙江震元,2018-12-31,4.55亿,-749万,3.61亿,1.02亿,28.6亿
浙江震元,2017-12-31,3.18亿,-816万,2.20亿,1.06亿,25.8亿
浙江震元,2016-12-31,2.78亿,-689万,1.74亿,1.11亿,24.4亿
百大集团,2018-12-31,1.36亿,558万,5740万,7314万,8.12亿
百大集团,2017-12-31,1.36亿,108万,5870万,7657万,9.56亿
百大集团,2016-12-31,1.64亿,352万,6783万,9244万,10.7亿
英特集团,2018-12-31,10.1亿,1.63亿,5.38亿,3.06亿,205亿
英特集团,2017-12-31,8.44亿,1.36亿,3.95亿,3.12亿,189亿
英特集团,2016-12-31,6.83亿,1.14亿,2.88亿,2.81亿,173亿
新凤鸣,2018-12-31,5.72亿,2.46亿,1.02亿,2.23亿,327亿
新凤鸣,2017-12-31,4.10亿,1.58亿,6702万,1.85亿,230亿
新凤鸣,2016-12-31,7.10亿,2.61亿,7016万,3.79亿,175亿
荣安地产,2018-12-31,3.63亿,9243万,1.37亿,1.34亿,39.7亿
荣安地产,2017-12-31,2.37亿,9446万,6578万,7694万,42.6亿
荣安地产,2016-12-31,2.00亿,1.02亿,2650万,7135万,17.3亿
浙江龙盛,2018-12-31,28.0亿,3.77亿,12.3亿,11.9亿,191亿
浙江龙盛,2017-12-31,23.2亿,3.27亿,11.4亿,8.56亿,151亿
浙江龙盛,2016-12-31,24.4亿,2.33亿,9.86亿,12.2亿,124亿
杭电股份,2018-12-31,4.12亿,8524万,2.42亿,8518万,43.8亿
杭电股份,2017-12-31,3.44亿,4869万,2.09亿,8694万,41.6亿
杭电股份,2016-12-31,4.51亿,3165万,2.23亿,1.96亿,36.7亿
华策影视,2018-12-31,8.69亿,7217万,5.17亿,2.79亿,58.0亿
华策影视,2017-12-31,6.76亿,9623万,3.28亿,2.52亿,52.5亿
华策影视,2016-12-31,5.83亿,6276万,3.23亿,1.98亿,44.4亿
航民股份,2018-12-31,2.67亿,2083万,9189万,1.55亿,75.3亿
航民股份,2017-12-31,2.32亿,2597万,7645万,1.29亿,69.5亿
航民股份,2016-12-31,2.33亿,364万,5165万,1.78亿,31.9亿
迪贝电气,2018-12-31,2035万,-293万,961万,1367万,6.35亿
迪贝电气,2017-12-31,2504万,318万,899万,1288万,6.54亿
迪贝电气,2016-12-31,3261万,235万,724万,2303万,5.12亿
奥翔药业,2018-12-31,3379万,-1275万,637万,4017万,2.44亿
奥翔药业,2017-12-31,5223万,1157万,535万,3530万,2.40亿
奥翔药业,2016-12-31,4924万,-255万,441万,4738万,1.99亿
三江购物,2018-12-31,8.36亿,-4246万,7.55亿,1.23亿,41.3亿
三江购物,2017-12-31,7.43亿,-2146万,6.59亿,1.05亿,37.7亿
三江购物,2016-12-31,7.47亿,-2380万,6.66亿,1.05亿,41.0亿
东方材料,2018-12-31,6027万,100万,2836万,3091万,3.92亿
东方材料,2017-12-31,5752万,349万,2628万,2775万,3.95亿
东方材料,2016-12-31,7830万,428万,2854万,4548万,3.87亿
三美股份,2018-12-31,3.26亿,-1906万,2.37亿,1.07亿,44.5亿
三美股份,2017-12-31,3.60亿,5723万,2.09亿,9311万,39.0亿
三美股份,2016-12-31,3.48亿,2098万,1.53亿,1.74亿,27.0亿
今飞凯达,2018-12-31,3.31亿,1.35亿,6710万,1.29亿,28.8亿
今飞凯达,2017-12-31,2.88亿,1.13亿,6903万,1.06亿,25.8亿
今飞凯达,2016-12-31,3.11亿,8495万,6118万,1.65亿,22.9亿
盈峰环境,2018-12-31,14.2亿,4325万,9.30亿,4.47亿,130亿
盈峰环境,2017-12-31,9.53亿,5679万,5.89亿,3.07亿,88.9亿
盈峰环境,2016-12-31,4.79亿,7429万,1.36亿,2.68亿,34.1亿
意华股份,2018-12-31,1.47亿,311万,7333万,7065万,13.9亿
意华股份,2017-12-31,1.37亿,1812万,6413万,5510万,12.2亿
意华股份,2016-12-31,1.46亿,710万,5508万,8358万,9.91亿
吉华集团,2018-12-31,1.37亿,-3729万,4886万,1.25亿,29.2亿
吉华集团,2017-12-31,1.56亿,1081万,4727万,9797万,24.6亿
吉华集团,2016-12-31,2.38亿,-2225万,4521万,2.15亿,21.6亿
炬华科技,2018-12-31,8158万,-3294万,6924万,4528万,8.72亿
炬华科技,2017-12-31,8715万,-1496万,5611万,4600万,9.73亿
炬华科技,2016-12-31,1.30亿,-1692万,4498万,1.02亿,11.9亿
景兴纸业,2018-12-31,3.70亿,1.03亿,1.49亿,1.18亿,59.4亿
景兴纸业,2017-12-31,3.76亿,9202万,1.67亿,1.17亿,53.6亿
景兴纸业,2016-12-31,4.64亿,1.25亿,1.47亿,1.92亿,36.8亿
兴源环境,2018-12-31,3.00亿,1.05亿,6243万,1.32亿,23.2亿
兴源环境,2017-12-31,2.14亿,5814万,4435万,1.11亿,30.3亿
兴源环境,2016-12-31,2.24亿,1488万,4033万,1.69亿,21.0亿
*ST天马,2018-12-31,3.86亿,1.49亿,7234万,1.65亿,18.7亿
*ST天马,2017-12-31,4.82亿,1.03亿,1.05亿,2.75亿,25.4亿
*ST天马,2016-12-31,3.74亿,1689万,9223万,2.65亿,21.6亿
莎普爱思,2018-12-31,3.60亿,-118万,2.90亿,7056万,6.07亿
莎普爱思,2017-12-31,4.65亿,-293万,4.10亿,5768万,9.39亿
莎普爱思,2016-12-31,4.99亿,473万,4.23亿,7127万,9.79亿
盛洋科技,2018-12-31,1.00亿,777万,2807万,6462万,5.96亿
盛洋科技,2017-12-31,9874万,2428万,2295万,5151万,8.60亿
盛洋科技,2016-12-31,7916万,20.7万,2101万,5794万,4.66亿
双林股份,2018-12-31,6.45亿,8846万,1.97亿,3.59亿,55.6亿
双林股份,2017-12-31,6.02亿,7018万,1.69亿,3.63亿,42.8亿
双林股份,2016-12-31,4.83亿,5286万,1.50亿,2.80亿,33.0亿
圣达生物,2018-12-31,7960万,-164万,1712万,6412万,4.93亿
圣达生物,2017-12-31,8363万,1420万,1533万,5410万,5.09亿
圣达生物,2016-12-31,1.02亿,-789万,1975万,8980万,4.82亿
友邦吊顶,2018-12-31,1.58亿,-18.5万,8947万,6861万,7.25亿
友邦吊顶,2017-12-31,1.42亿,-619万,8938万,5852万,6.68亿
友邦吊顶,2016-12-31,9919万,-873万,5402万,5390万,5.08亿
海康威视,2018-12-31,68.4亿,-4.24亿,58.9亿,13.8亿,498亿
海康威视,2017-12-31,57.1亿,2.65亿,44.3亿,10.1亿,419亿
海康威视,2016-12-31,58.8亿,-2.25亿,29.9亿,31.1亿,319亿
合盛硅业,2018-12-31,8.86亿,1.93亿,4.89亿,2.04亿,111亿
合盛硅业,2017-12-31,6.91亿,1.85亿,3.52亿,1.54亿,69.5亿
合盛硅业,2016-12-31,5.64亿,1.19亿,2.66亿,1.78亿,45.8亿
元成股份,2018-12-31,1.07亿,2208万,472万,8027万,12.4亿
元成股份,2017-12-31,6503万,880万,--,5622万,8.42亿
元成股份,2016-12-31,6810万,763万,--,6047万,5.46亿
杭萧钢构,2018-12-31,3.53亿,5009万,7688万,2.26亿,61.8亿
杭萧钢构,2017-12-31,3.21亿,3826万,6876万,2.14亿,46.3亿
杭萧钢构,2016-12-31,6.37亿,8255万,7013万,4.85亿,43.4亿
杉杉股份,2018-12-31,11.8亿,2.74亿,4.28亿,4.78亿,88.5亿
杉杉股份,2017-12-31,11.6亿,2.24亿,3.86亿,5.53亿,82.7亿
杉杉股份,2016-12-31,10.5亿,9699万,3.06亿,6.46亿,54.7亿
宋都股份,2018-12-31,5.99亿,2.14亿,2.00亿,1.85亿,45.9亿
宋都股份,2017-12-31,3.67亿,9230万,1.63亿,1.12亿,27.5亿
宋都股份,2016-12-31,3.96亿,1.48亿,1.41亿,1.07亿,77.6亿
运达股份,2018-12-31,4.26亿,1931万,3.57亿,4999万,33.1亿
运达股份,2017-12-31,4.27亿,4456万,3.32亿,5123万,32.6亿
运达股份,2016-12-31,3.94亿,138万,3.47亿,4555万,31.3亿
仙鹤股份,2018-12-31,3.43亿,1.05亿,1.37亿,1.01亿,41.0亿
仙鹤股份,2017-12-31,2.57亿,4026万,1.24亿,9345万,30.5亿
仙鹤股份,2016-12-31,3.04亿,7180万,9371万,1.38亿,22.0亿
新澳股份,2018-12-31,1.43亿,514万,4255万,9557万,25.7亿
新澳股份,2017-12-31,1.33亿,805万,3818万,8679万,23.1亿
新澳股份,2016-12-31,1.69亿,413万,3581万,1.29亿,18.3亿
杭齿前进,2018-12-31,3.10亿,7037万,8206万,1.58亿,16.3亿
杭齿前进,2017-12-31,2.83亿,6763万,6572万,1.50亿,16.6亿
杭齿前进,2016-12-31,3.67亿,6354万,6097万,2.42亿,15.4亿
长城科技,2018-12-31,6782万,2349万,3007万,1427万,49.8亿
长城科技,2017-12-31,8041万,3830万,2916万,1295万,45.8亿
长城科技,2016-12-31,1.31亿,1765万,2704万,8616万,32.3亿
华统股份,2018-12-31,1.59亿,855万,6905万,8116万,51.2亿
华统股份,2017-12-31,1.25亿,394万,5387万,6762万,47.2亿
华统股份,2016-12-31,1.32亿,1872万,3927万,7430万,39.9亿
方正电机,2018-12-31,1.26亿,874万,3726万,7963万,13.6亿
方正电机,2017-12-31,1.16亿,1087万,3687万,6837万,13.2亿
方正电机,2016-12-31,1.36亿,134万,2251万,1.12亿,10.5亿
浙江美大,2018-12-31,2.31亿,-399万,1.54亿,8070万,14.0亿
浙江美大,2017-12-31,1.81亿,-224万,1.01亿,8297万,10.3亿
浙江美大,2016-12-31,1.33亿,-232万,5548万,7955万,6.66亿
浙商中拓,2018-12-31,9.10亿,3.70亿,2.46亿,2.94亿,633亿
浙商中拓,2017-12-31,8.62亿,3.19亿,2.64亿,2.79亿,484亿
浙商中拓,2016-12-31,6.04亿,1.59亿,1.88亿,2.57亿,330亿
嘉澳环保,2018-12-31,8600万,2595万,2362万,3642万,10.4亿
嘉澳环保,2017-12-31,7634万,2366万,1809万,3459万,8.83亿
嘉澳环保,2016-12-31,5670万,1120万,1177万,3373万,5.06亿
尖峰集团,2018-12-31,6.72亿,2988万,4.76亿,1.66亿,33.6亿
尖峰集团,2017-12-31,5.02亿,3989万,3.35亿,1.27亿,28.3亿
尖峰集团,2016-12-31,3.31亿,3151万,1.55亿,1.44亿,23.8亿
贝因美,2018-12-31,13.9亿,8583万,9.95亿,3.11亿,24.9亿
贝因美,2017-12-31,19.7亿,8712万,15.0亿,3.74亿,26.6亿
贝因美,2016-12-31,21.6亿,3481万,17.2亿,4.11亿,27.6亿
浙江东日,2018-12-31,5653万,748万,1247万,3658万,4.18亿
浙江东日,2017-12-31,5185万,829万,995万,3362万,3.50亿
浙江东日,2016-12-31,5271万,1332万,1102万,2836万,3.58亿
理工环科,2018-12-31,1.86亿,496万,9386万,8729万,9.96亿
理工环科,2017-12-31,1.67亿,-529万,8721万,8479万,8.42亿
理工环科,2016-12-31,2.19亿,-1806万,7783万,1.59亿,6.87亿
海天精工,2018-12-31,1.16亿,69.4万,7930万,3592万,12.7亿
海天精工,2017-12-31,1.29亿,1023万,8591万,3324万,12.8亿
海天精工,2016-12-31,1.66亿,1334万,7299万,7928万,10.1亿
赞宇科技,2018-12-31,5.63亿,1.36亿,2.61亿,1.65亿,70.6亿
赞宇科技,2017-12-31,4.73亿,9979万,2.35亿,1.38亿,69.1亿
赞宇科技,2016-12-31,3.39亿,2936万,1.46亿,1.64亿,43.6亿
轻纺城,2018-12-31,7389万,-2138万,3817万,5710万,9.80亿
轻纺城,2017-12-31,5703万,-1588万,1591万,5701万,9.25亿
轻纺城,2016-12-31,7123万,-1070万,1424万,6770万,8.91亿
永新光学,2018-12-31,5648万,-658万,3554万,2752万,5.61亿
永新光学,2017-12-31,6406万,667万,3090万,2649万,5.14亿
永新光学,2016-12-31,5252万,-219万,2669万,2802万,4.21亿
莱茵体育,2018-12-31,1.26亿,3213万,1705万,7711万,7.02亿
莱茵体育,2017-12-31,1.22亿,3609万,1679万,6906万,13.2亿
莱茵体育,2016-12-31,1.50亿,4549万,2522万,7882万,38.0亿
杭叉集团,2018-12-31,7.49亿,-1467万,4.92亿,2.71亿,84.4亿
杭叉集团,2017-12-31,6.44亿,-300万,4.14亿,2.33亿,70.0亿
杭叉集团,2016-12-31,6.96亿,-1025万,3.67亿,3.39亿,53.7亿
京华激光,2018-12-31,3301万,-204万,1904万,1601万,5.55亿
京华激光,2017-12-31,3275万,-118万,1964万,1429万,5.36亿
京华激光,2016-12-31,7430万,57.4万,1612万,5761万,4.41亿
每日互动,2018-12-31,1.07亿,-593万,7551万,3737万,5.39亿
每日互动,2017-12-31,6797万,-360万,4125万,3032万,3.33亿
每日互动,2016-12-31,5125万,-101万,3111万,2115万,1.77亿
美康生物,2018-12-31,6.24亿,8270万,3.16亿,2.25亿,31.4亿
美康生物,2017-12-31,5.08亿,5941万,2.56亿,1.92亿,25.8亿
美康生物,2016-12-31,3.60亿,907万,1.51亿,1.99亿,10.6亿
三维股份,2018-12-31,1.10亿,637万,5348万,5005万,10.9亿
三维股份,2017-12-31,7868万,670万,4417万,2781万,9.65亿
三维股份,2016-12-31,6966万,-342万,3159万,4149万,7.58亿
得邦照明,2018-12-31,2.84亿,-435万,1.68亿,1.20亿,40.0亿
得邦照明,2017-12-31,3.02亿,3548万,1.53亿,1.14亿,40.3亿
得邦照明,2016-12-31,2.88亿,-3790万,1.24亿,2.02亿,32.3亿
宁波建工,2018-12-31,7.04亿,2.26亿,4479万,4.33亿,155亿
宁波建工,2017-12-31,6.29亿,2.14亿,1946万,3.95亿,147亿
宁波建工,2016-12-31,5.29亿,1.68亿,795万,3.53亿,137亿
迦南科技,2018-12-31,1.15亿,47.6万,5687万,5763万,5.79亿
迦南科技,2017-12-31,1.15亿,-134万,4721万,6938万,4.45亿
迦南科技,2016-12-31,8178万,-238万,3441万,4975万,3.02亿
嘉化能源,2018-12-31,2.28亿,1713万,8319万,1.28亿,56.0亿
嘉化能源,2017-12-31,2.03亿,133万,8001万,1.21亿,55.8亿
嘉化能源,2016-12-31,3.57亿,8670万,5225万,2.18亿,45.0亿
京投发展,2018-12-31,4.67亿,1.52亿,1.20亿,1.96亿,79.7亿
京投发展,2017-12-31,4.03亿,1.54亿,7934万,1.70亿,62.2亿
京投发展,2016-12-31,3.33亿,7086万,1.17亿,1.44亿,59.2亿
森马服饰,2018-12-31,30.2亿,-7580万,25.7亿,5.22亿,157亿
森马服饰,2017-12-31,19.7亿,-7929万,17.6亿,2.85亿,120亿
森马服饰,2016-12-31,19.3亿,-7256万,14.6亿,5.52亿,107亿
金鹰股份,2018-12-31,1.10亿,50.2万,4109万,6884万,12.0亿
金鹰股份,2017-12-31,1.07亿,1731万,4017万,4981万,12.3亿
金鹰股份,2016-12-31,8171万,-524万,3051万,5644万,10.3亿
开山股份,2018-12-31,3.91亿,1357万,1.22亿,2.55亿,26.0亿
开山股份,2017-12-31,3.44亿,2005万,1.06亿,2.18亿,22.2亿
开山股份,2016-12-31,2.79亿,-3008万,8576万,2.24亿,17.3亿
闰土股份,2018-12-31,6.83亿,1550万,1.74亿,4.93亿,64.6亿
闰土股份,2017-12-31,5.09亿,3621万,1.67亿,3.06亿,60.6亿
闰土股份,2016-12-31,5.74亿,-651万,1.19亿,4.62亿,43.5亿
恒锋工具,2018-12-31,5855万,298万,1693万,3864万,3.63亿
恒锋工具,2017-12-31,4839万,114万,1363万,3361万,3.24亿
恒锋工具,2016-12-31,4035万,-121万,1051万,3104万,2.09亿
海越能源,2018-12-31,5.32亿,3.04亿,6064万,1.67亿,214亿
海越能源,2017-12-31,4.71亿,1.76亿,4443万,2.51亿,115亿
海越能源,2016-12-31,6.88亿,4.06亿,6056万,2.21亿,97.9亿
平治信息,2018-12-31,1.11亿,1526万,1679万,7930万,11.9亿
平治信息,2017-12-31,6715万,845万,1234万,4636万,9.29亿
平治信息,2016-12-31,4722万,454万,646万,3622万,4.69亿
汉嘉设计,2018-12-31,6137万,-166万,2280万,4022万,9.45亿
汉嘉设计,2017-12-31,5659万,-49.0万,2046万,3663万,7.26亿
汉嘉设计,2016-12-31,7233万,-26.7万,1997万,5263万,5.02亿
昂利康,2018-12-31,6.95亿,-375万,6.47亿,5202万,12.6亿
昂利康,2017-12-31,2.83亿,592万,2.32亿,4501万,8.73亿
昂利康,2016-12-31,1.10亿,793万,2793万,7389万,6.72亿
旺能环境,2018-12-31,1.04亿,3865万,--,6541万,8.36亿
旺能环境,2017-12-31,1.59亿,4814万,3686万,7361万,14.1亿
旺能环境,2016-12-31,2.25亿,5385万,4264万,1.29亿,15.8亿
奥康国际,2018-12-31,7.42亿,-508万,4.61亿,2.86亿,30.4亿
奥康国际,2017-12-31,8.20亿,424万,5.42亿,2.74亿,32.6亿
奥康国际,2016-12-31,7.43亿,-989万,4.52亿,3.01亿,32.5亿
巨化股份,2018-12-31,7.99亿,-3762万,4.26亿,4.11亿,157亿
巨化股份,2017-12-31,9.03亿,4706万,4.02亿,4.54亿,138亿
巨化股份,2016-12-31,8.77亿,-2282万,3.67亿,5.33亿,101亿
申科股份,2018-12-31,2769万,-31.5万,930万,1870万,1.62亿
申科股份,2017-12-31,2590万,-49.6万,987万,1653万,1.74亿
申科股份,2016-12-31,4465万,308万,916万,3241万,1.39亿
宁波韵升,2018-12-31,2.32亿,2149万,4687万,1.63亿,20.3亿
宁波韵升,2017-12-31,2.32亿,6123万,3464万,1.36亿,18.9亿
宁波韵升,2016-12-31,2.74亿,-4022万,3379万,2.81亿,15.6亿
万里扬,2018-12-31,4.34亿,8549万,1.50亿,1.99亿,43.7亿
万里扬,2017-12-31,3.72亿,5791万,1.36亿,1.79亿,50.3亿
万里扬,2016-12-31,5.43亿,8948万,1.48亿,3.05亿,37.3亿
杰克股份,2018-12-31,4.40亿,-1608万,2.20亿,2.36亿,41.5亿
杰克股份,2017-12-31,3.48亿,1393万,1.62亿,1.72亿,27.9亿
杰克股份,2016-12-31,3.24亿,-1561万,1.18亿,2.21亿,18.6亿
水晶光电,2018-12-31,2.41亿,1444万,3659万,1.89亿,23.3亿
水晶光电,2017-12-31,2.09亿,1248万,2997万,1.67亿,21.5亿
水晶光电,2016-12-31,2.49亿,-1562万,2906万,2.35亿,16.8亿
钱江水利,2018-12-31,3.12亿,7074万,9609万,1.45亿,10.7亿
钱江水利,2017-12-31,3.02亿,7134万,9300万,1.37亿,9.81亿
钱江水利,2016-12-31,3.43亿,1.13亿,8649万,1.44亿,8.15亿
东南网架,2018-12-31,2.66亿,7218万,2840万,1.65亿,86.9亿
东南网架,2017-12-31,2.88亿,1.02亿,2332万,1.63亿,77.9亿
东南网架,2016-12-31,4.55亿,1.14亿,2427万,3.17亿,57.4亿
宁波水表,2018-12-31,1.62亿,-133万,1.16亿,4764万,10.3亿
宁波水表,2017-12-31,1.27亿,739万,7575万,4363万,8.14亿
宁波水表,2016-12-31,1.05亿,-48.0万,6112万,4403万,8.26亿
宁波热电,2018-12-31,1.46亿,1923万,5611万,7099万,17.4亿
宁波热电,2017-12-31,1.26亿,1454万,5244万,5875万,15.6亿
宁波热电,2016-12-31,1.17亿,980万,4685万,6023万,12.1亿
天宇股份,2018-12-31,2.82亿,646万,3747万,2.38亿,14.7亿
天宇股份,2017-12-31,2.46亿,3329万,2705万,1.86亿,11.9亿
天宇股份,2016-12-31,2.53亿,1217万,2553万,2.15亿,10.8亿
乔治白,2018-12-31,2.47亿,2836,1.79亿,6847万,10.0亿
乔治白,2017-12-31,2.07亿,1.71万,1.39亿,6815万,7.87亿
乔治白,2016-12-31,2.22亿,82.0万,1.33亿,8866万,7.02亿
