公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
睿能科技,2016-12-31,1.72亿,1393万,8331万,7517万,15.6亿
片仔癀,2018-12-31,6.23亿,-1010万,3.92亿,2.41亿,47.7亿
片仔癀,2017-12-31,6.01亿,-418万,4.04亿,2.02亿,37.1亿
片仔癀,2016-12-31,4.82亿,-1083万,2.75亿,2.18亿,23.1亿
众和退,2018-12-31,2.28亿,1.23亿,620万,9892万,2.01亿
众和退,2017-12-31,3.27亿,1.66亿,2405万,1.37亿,7.54亿
众和退,2016-12-31,2.78亿,1.45亿,3011万,1.03亿,8.86亿
永辉超市,2018-12-31,147亿,1.48亿,116亿,30.1亿,705亿
永辉超市,2017-12-31,101亿,-8277万,84.5亿,17.8亿,586亿
永辉超市,2016-12-31,83.8亿,-7420万,71.7亿,12.9亿,492亿
龙溪股份,2018-12-31,1.21亿,788万,4730万,6592万,10.3亿
龙溪股份,2017-12-31,1.10亿,958万,3794万,6273万,8.90亿
龙溪股份,2016-12-31,1.63亿,309万,2993万,1.30亿,6.12亿
大博医疗,2018-12-31,1.49亿,-1444万,1.21亿,4247万,7.72亿
大博医疗,2017-12-31,1.10亿,322万,7220万,3428万,5.94亿
大博医疗,2016-12-31,1.27亿,-343万,5297万,7699万,4.63亿
贵人鸟,2018-12-31,11.4亿,2.33亿,6.97亿,2.10亿,28.1亿
贵人鸟,2017-12-31,7.94亿,2.28亿,3.85亿,1.81亿,32.5亿
贵人鸟,2016-12-31,5.12亿,1.51亿,2.03亿,1.57亿,22.8亿
圣农发展,2018-12-31,7.25亿,2.14亿,3.56亿,1.56亿,115亿
圣农发展,2017-12-31,7.28亿,2.33亿,3.40亿,1.54亿,102亿
圣农发展,2016-12-31,6.43亿,2.24亿,2.78亿,1.41亿,91.6亿
XR*ST厦,2018-12-31,3.88亿,1.35亿,1.42亿,1.11亿,28.4亿
XR*ST厦,2017-12-31,4.09亿,1.22亿,1.75亿,1.12亿,44.5亿
XR*ST厦,2016-12-31,9.37亿,1.71亿,2.80亿,4.86亿,32.4亿
厦门国贸,2018-12-31,35.8亿,13.6亿,19.8亿,2.42亿,2066亿
厦门国贸,2017-12-31,33.1亿,11.4亿,19.1亿,2.53亿,1655亿
厦门国贸,2016-12-31,23.0亿,7.00亿,14.0亿,2.04亿,981亿
达华智能,2018-12-31,6.44亿,2.93亿,7921万,2.72亿,28.8亿
达华智能,2017-12-31,4.30亿,1.33亿,8707万,2.10亿,34.6亿
达华智能,2016-12-31,4.08亿,6532万,7586万,2.67亿,35.0亿
安妮股份,2018-12-31,1.29亿,143万,6102万,6643万,7.15亿
安妮股份,2017-12-31,1.40亿,-40.3万,4208万,9817万,6.58亿
安妮股份,2016-12-31,8325万,121万,3005万,5199万,4.31亿
泰禾集团,2018-12-31,30.6亿,8.30亿,13.6亿,8.73亿,310亿
泰禾集团,2017-12-31,25.7亿,7.09亿,11.3亿,7.36亿,243亿
泰禾集团,2016-12-31,14.2亿,3.72亿,6.15亿,4.37亿,207亿
永安林业,2018-12-31,2.87亿,6241万,9632万,1.29亿,7.55亿
永安林业,2017-12-31,2.42亿,5459万,8059万,1.07亿,11.9亿
永安林业,2016-12-31,2.63亿,4906万,8992万,1.24亿,15.2亿
闽发铝业,2018-12-31,6152万,-625万,2706万,4071万,14.3亿
闽发铝业,2017-12-31,5237万,-439万,2263万,3413万,12.3亿
闽发铝业,2016-12-31,7085万,-232万,1873万,5444万,10.4亿
安井食品,2018-12-31,7.07亿,1602万,5.72亿,1.19亿,42.6亿
安井食品,2017-12-31,5.89亿,291万,4.90亿,9568万,34.8亿
安井食品,2016-12-31,5.75亿,629万,4.24亿,1.45亿,30.0亿
