公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
张江高科,2017-12-31,3.79亿,2.90亿,4273万,4684万,12.5亿
张江高科,2016-12-31,3.96亿,2.20亿,7135万,1.05亿,20.9亿
东方证券,2018-12-31,--,--,--,--,103亿
东方证券,2017-12-31,--,--,--,--,105亿
东方证券,2016-12-31,--,--,--,--,68.8亿
矩子科技,2018-12-31,3503万,-464万,1618万,2349万,4.60亿
矩子科技,2017-12-31,4122万,540万,1466万,2115万,3.53亿
矩子科技,2016-12-31,2148万,-502万,1131万,1519万,2.38亿
万业企业,2018-12-31,311万,-1.18亿,3150万,8998万,26.8亿
万业企业,2017-12-31,4534万,-7299万,3552万,8281万,21.0亿
万业企业,2016-12-31,1.30亿,-740万,6665万,7080万,31.9亿
博通集成,2018-12-31,969万,-1250万,1162万,1057万,5.46亿
博通集成,2017-12-31,3317万,698万,1108万,1511万,5.65亿
博通集成,2016-12-31,2329万,-1074万,977万,2425万,5.24亿
会畅通讯,2018-12-31,8444万,-333万,4093万,4684万,2.24亿
会畅通讯,2017-12-31,8476万,-54.9万,4875万,3655万,2.67亿
会畅通讯,2016-12-31,9109万,-229万,5162万,4176万,2.52亿
绿地控股,2018-12-31,208亿,40.3亿,74.0亿,93.9亿,3487亿
绿地控股,2017-12-31,150亿,15.6亿,59.7亿,74.3亿,2904亿
绿地控股,2016-12-31,137亿,27.8亿,48.1亿,60.7亿,2474亿
锦江酒店,2018-12-31,120亿,3.72亿,75.4亿,40.6亿,147亿
锦江酒店,2017-12-31,110亿,4.18亿,73.2亿,33.1亿,136亿
锦江酒店,2016-12-31,90.0亿,3.87亿,62.4亿,23.7亿,106亿
百联股份,2018-12-31,86.9亿,-1.01亿,64.6亿,23.3亿,484亿
百联股份,2017-12-31,87.8亿,-1.08亿,66.9亿,22.0亿,472亿
百联股份,2016-12-31,88.2亿,-2.02亿,70.5亿,19.8亿,471亿
中曼石油,2018-12-31,2.14亿,3351万,5311万,1.27亿,13.9亿
中曼石油,2017-12-31,1.96亿,4320万,4171万,1.11亿,17.7亿
中曼石油,2016-12-31,2.18亿,1866万,3694万,1.62亿,16.0亿
润达医疗,2018-12-31,9.49亿,1.88亿,4.41亿,3.20亿,59.6亿
润达医疗,2017-12-31,7.36亿,1.07亿,3.72亿,2.57亿,43.2亿
润达医疗,2016-12-31,4.21亿,5095万,2.05亿,1.64亿,21.6亿
保隆科技,2018-12-31,3.40亿,2084万,1.84亿,1.35亿,23.0亿
保隆科技,2017-12-31,2.58亿,2022万,1.46亿,9213万,20.8亿
保隆科技,2016-12-31,3.41亿,1596万,1.33亿,1.92亿,16.8亿
永利股份,2018-12-31,4.52亿,-1329万,2.08亿,2.57亿,34.5亿
永利股份,2017-12-31,4.18亿,1957万,1.88亿,2.11亿,30.9亿
永利股份,2016-12-31,3.25亿,-1020万,1.32亿,2.03亿,18.3亿
上港集团,2018-12-31,43.5亿,12.1亿,9342万,30.5亿,380亿
上港集团,2017-12-31,39.9亿,10.2亿,8918万,28.9亿,374亿
上港集团,2016-12-31,33.2亿,7.19亿,4072万,25.6亿,314亿
北特科技,2018-12-31,1.93亿,2630万,4925万,1.17亿,12.5亿
北特科技,2017-12-31,1.23亿,1168万,2242万,8916万,9.13亿
北特科技,2016-12-31,1.26亿,1050万,1890万,9696万,8.01亿
东富龙,2018-12-31,3.75亿,-2617万,1.13亿,2.88亿,19.2亿
东富龙,2017-12-31,3.20亿,442万,1.06亿,2.10亿,17.2亿
东富龙,2016-12-31,2.95亿,-2593万,7146万,2.50亿,13.3亿
耀皮玻璃,2018-12-31,4.88亿,5990万,1.99亿,2.29亿,38.6亿
耀皮玻璃,2017-12-31,4.95亿,7489万,1.79亿,2.41亿,32.7亿
耀皮玻璃,2016-12-31,6.93亿,1.30亿,2.01亿,3.62亿,29.4亿
东方财富,2018-12-31,16.1亿,1.56亿,2.60亿,11.9亿,31.2亿
东方财富,2017-12-31,13.8亿,-3230万,3.16亿,11.0亿,25.5亿
东方财富,2016-12-31,13.1亿,-6654万,2.66亿,11.1亿,23.5亿
中远海发,2018-12-31,40.8亿,31.8亿,957万,8.95亿,167亿
中远海发,2017-12-31,36.2亿,27.9亿,1199万,8.13亿,163亿
中远海发,2016-12-31,27.0亿,17.8亿,1190万,9.09亿,160亿
中远海科,2018-12-31,8826万,-1205万,2870万,7161万,9.80亿
中远海科,2017-12-31,6931万,-1320万,2818万,5432万,9.17亿
中远海科,2016-12-31,9296万,-1967万,2562万,8702万,8.68亿
至正股份,2018-12-31,6287万,1113万,2517万,2657万,5.70亿
至正股份,2017-12-31,3783万,328万,1579万,1877万,4.27亿
至正股份,2016-12-31,5410万,785万,1454万,3170万,3.51亿
富瀚微,2018-12-31,1898万,-2633万,877万,3654万,4.12亿
富瀚微,2017-12-31,4076万,721万,526万,2829万,4.49亿
富瀚微,2016-12-31,6762万,-965万,591万,7137万,3.22亿
凯众股份,2018-12-31,7781万,-384万,3855万,4310万,5.49亿
凯众股份,2017-12-31,5530万,-403万,3096万,2837万,4.50亿
凯众股份,2016-12-31,5702万,-82.8万,2336万,3449万,3.26亿
昂立教育,2018-12-31,8.59亿,-487万,5.48亿,3.16亿,21.0亿
昂立教育,2017-12-31,6.78亿,-225万,4.18亿,2.62亿,17.2亿
昂立教育,2016-12-31,5.24亿,764万,3.00亿,2.16亿,13.9亿
威 尔 泰,2018-12-31,3762万,-26.3万,1600万,2188万,1.17亿
威 尔 泰,2017-12-31,3621万,-25.0万,1568万,2078万,1.12亿
威 尔 泰,2016-12-31,4038万,-18.2万,1623万,2434万,9969万
华域汽车,2018-12-31,103亿,-1.15亿,22.4亿,81.6亿,1572亿
华域汽车,2017-12-31,93.3亿,-9188万,19.1亿,75.1亿,1405亿
华域汽车,2016-12-31,116亿,-1.05亿,15.3亿,102亿,1243亿
强生控股,2018-12-31,4.08亿,1423万,5765万,3.37亿,40.9亿
强生控股,2017-12-31,3.94亿,1103万,5798万,3.25亿,40.8亿
强生控股,2016-12-31,4.53亿,2565万,6912万,3.58亿,50.0亿
汉钟精机,2018-12-31,2.20亿,814万,1.13亿,9834万,17.3亿
汉钟精机,2017-12-31,1.88亿,-441万,1.01亿,9210万,16.0亿
汉钟精机,2016-12-31,2.52亿,917万,7977万,1.63亿,12.5亿
紫江企业,2018-12-31,11.1亿,1.75亿,3.70亿,5.62亿,90.1亿
紫江企业,2017-12-31,10.6亿,1.98亿,3.18亿,5.41亿,85.1亿
紫江企业,2016-12-31,12.4亿,2.34亿,3.14亿,6.92亿,83.6亿
中路股份,2018-12-31,8381万,940万,2952万,4488万,5.29亿
中路股份,2017-12-31,6363万,663万,3715万,1985万,6.04亿
中路股份,2016-12-31,2.47亿,357万,4425万,1.99亿,6.81亿
新黄浦,2018-12-31,3.84亿,1.28亿,8726万,1.69亿,11.0亿
新黄浦,2017-12-31,3.66亿,1.59亿,4635万,1.61亿,18.1亿
新黄浦,2016-12-31,1.85亿,4783万,1641万,1.21亿,11.6亿
城投控股,2018-12-31,1.64亿,-977万,7096万,1.03亿,69.0亿
城投控股,2017-12-31,2.55亿,8327万,4693万,1.25亿,32.2亿
城投控股,2016-12-31,6.30亿,2.42亿,7477万,3.13亿,94.8亿
大名城,2018-12-31,17.1亿,9.58亿,3.74亿,3.77亿,134亿
大名城,2017-12-31,12.7亿,6.01亿,3.29亿,3.45亿,102亿
大名城,2016-12-31,13.4亿,6.86亿,3.14亿,3.40亿,87.6亿
光大证券,2018-12-31,--,--,--,--,77.1亿
光大证券,2017-12-31,--,--,--,--,98.4亿
光大证券,2016-12-31,--,--,--,--,91.6亿
海通证券,2018-12-31,--,--,--,--,238亿
海通证券,2017-12-31,--,--,--,--,282亿
海通证券,2016-12-31,--,--,--,--,280亿
上海石化,2018-12-31,28.6亿,-2.93亿,5.37亿,26.2亿,1078亿
上海石化,2017-12-31,28.1亿,-2.16亿,5.10亿,25.1亿,920亿
上海石化,2016-12-31,31.2亿,-5583万,4.93亿,26.8亿,779亿
雅运股份,2018-12-31,1.17亿,167万,6647万,4882万,9.41亿
雅运股份,2017-12-31,9771万,251万,5950万,3570万,8.83亿
雅运股份,2016-12-31,9998万,333万,5889万,3776万,8.40亿
康达新材,2018-12-31,1.07亿,-223万,5691万,5182万,9.28亿
康达新材,2017-12-31,7764万,-719万,4915万,3567万,5.50亿
康达新材,2016-12-31,1.08亿,415万,5063万,5357万,5.94亿
上海洗霸,2018-12-31,5779万,-1220万,1596万,5403万,4.14亿
上海洗霸,2017-12-31,4676万,-432万,1500万,3608万,3.01亿
上海洗霸,2016-12-31,6040万,-244万,1431万,4853万,2.96亿
东方航空,2018-12-31,152亿,59.1亿,60.6亿,32.2亿,1149亿
东方航空,2017-12-31,101亿,12.6亿,57.5亿,30.5亿,1017亿
东方航空,2016-12-31,151亿,63.9亿,56.9亿,30.2亿,986亿
海立股份,2018-12-31,9.50亿,1.22亿,3.46亿,4.82亿,117亿
海立股份,2017-12-31,8.29亿,1.45亿,3.05亿,3.80亿,104亿
海立股份,2016-12-31,9.94亿,8266万,2.32亿,6.80亿,73.8亿
上海电力,2018-12-31,34.3亿,21.5亿,39.2万,12.8亿,226亿
上海电力,2017-12-31,28.2亿,17.0亿,71.6万,11.2亿,190亿
上海电力,2016-12-31,24.1亿,13.4亿,46.9万,10.7亿,168亿
申华控股,2018-12-31,7.62亿,2.66亿,1.53亿,3.42亿,71.5亿
申华控股,2017-12-31,5.19亿,2.24亿,5656万,2.39亿,58.0亿
申华控股,2016-12-31,4.71亿,2.10亿,4525万,2.16亿,87.4亿
畅联股份,2018-12-31,1.29亿,-264万,3003万,1.02亿,12.3亿
畅联股份,2017-12-31,1.14亿,-932万,2438万,9853万,11.5亿
畅联股份,2016-12-31,1.14亿,-612万,2262万,9721万,11.7亿
隧道股份,2018-12-31,16.6亿,4.51亿,2014万,11.9亿,373亿
隧道股份,2017-12-31,15.4亿,4.65亿,1750万,10.5亿,315亿
隧道股份,2016-12-31,26.3亿,5.84亿,1999万,20.2亿,288亿
复星医药,2018-12-31,115亿,7.24亿,84.9亿,22.4亿,249亿
复星医药,2017-12-31,80.7亿,5.55亿,57.9亿,17.2亿,185亿
复星医药,2016-12-31,64.2亿,4.01亿,37.0亿,23.1亿,146亿
欧普照明,2018-12-31,18.0亿,-1341万,16.0亿,2.10亿,80.0亿
欧普照明,2017-12-31,18.4亿,1551万,16.4亿,1.87亿,69.6亿
欧普照明,2016-12-31,16.6亿,-54.4万,12.9亿,3.65亿,54.8亿
金枫酒业,2018-12-31,3.41亿,-20.9万,1.93亿,1.48亿,8.98亿
金枫酒业,2017-12-31,3.49亿,-158万,1.94亿,1.56亿,9.87亿
金枫酒业,2016-12-31,3.83亿,18.7万,2.13亿,1.70亿,10.8亿
氯碱化工,2018-12-31,3.59亿,3871万,2.07亿,1.13亿,71.7亿
氯碱化工,2017-12-31,3.34亿,6675万,1.57亿,1.10亿,72.3亿
氯碱化工,2016-12-31,7.40亿,7499万,1.84亿,4.80亿,67.5亿
鹏欣资源,2018-12-31,5.20亿,1.40亿,8242万,2.98亿,141亿
鹏欣资源,2017-12-31,3.97亿,8882万,6505万,2.43亿,60.6亿
鹏欣资源,2016-12-31,2.79亿,4930万,5808万,1.71亿,25.6亿
华平股份,2018-12-31,1.07亿,-1108万,6920万,4900万,4.49亿
华平股份,2017-12-31,1.38亿,-924万,7426万,7258万,4.56亿
华平股份,2016-12-31,1.51亿,-585万,7041万,8682万,3.42亿
绿庭投资,2018-12-31,5243万,-65.7万,--,5309万,4799万
绿庭投资,2017-12-31,1.15亿,4977万,--,6540万,5007万
绿庭投资,2016-12-31,7130万,1045万,208万,5877万,5022万
彤程新材,2018-12-31,1.99亿,-944万,9271万,1.16亿,21.7亿
彤程新材,2017-12-31,2.07亿,2938万,9419万,8324万,19.0亿
彤程新材,2016-12-31,2.41亿,349万,9207万,1.46亿,17.3亿
亚士创能,2018-12-31,3.46亿,2132万,2.34亿,9004万,16.6亿
亚士创能,2017-12-31,2.22亿,-20.9万,1.70亿,5264万,13.6亿
亚士创能,2016-12-31,2.48亿,232万,1.55亿,9107万,10.7亿
荣丰控股,2018-12-31,6653万,1254万,643万,4756万,2.48亿
荣丰控股,2017-12-31,6595万,1930万,487万,4179万,2.70亿
荣丰控股,2016-12-31,6021万,2163万,280万,3578万,1300万
中国船舶,2018-12-31,10.4亿,-7237万,1.21亿,9.92亿,169亿
中国船舶,2017-12-31,25.9亿,12.3亿,8840万,12.8亿,167亿
中国船舶,2016-12-31,26.5亿,4.56亿,2.05亿,19.9亿,215亿
申通地铁,2018-12-31,6042万,3954万,581万,1507万,7.52亿
申通地铁,2017-12-31,6121万,3710万,612万,1800万,7.52亿
申通地铁,2016-12-31,4985万,3171万,588万,1227万,7.56亿
泰胜风能,2018-12-31,1.49亿,-703万,5683万,9900万,14.7亿
泰胜风能,2017-12-31,1.54亿,814万,5598万,9027万,15.9亿
泰胜风能,2016-12-31,1.97亿,-79.8万,6148万,1.36亿,15.1亿
上海银行,2018-12-31,--,--,--,--,439亿
上海银行,2017-12-31,--,--,--,--,331亿
上海银行,2016-12-31,--,--,--,--,344亿
汉得信息,2018-12-31,3.64亿,-1943万,1.77亿,2.07亿,28.7亿
汉得信息,2017-12-31,3.44亿,829万,1.62亿,1.74亿,23.3亿
汉得信息,2016-12-31,3.82亿,-3469万,1.23亿,2.94亿,17.1亿
华铭智能,2018-12-31,4085万,-136万,795万,3426万,2.64亿
华铭智能,2017-12-31,2944万,-181万,558万,2567万,2.41亿
华铭智能,2016-12-31,4011万,-140万,692万,3459万,2.13亿
翔港科技,2018-12-31,4733万,-124万,1996万,2861万,3.57亿
翔港科技,2017-12-31,4086万,65.7万,1757万,2264万,3.39亿
翔港科技,2016-12-31,4465万,-8.35万,1237万,3237万,2.85亿
开创国际,2018-12-31,5.52亿,579万,4.34亿,1.12亿,19.1亿
开创国际,2017-12-31,5.17亿,3347万,3.75亿,1.09亿,17.9亿
开创国际,2016-12-31,3.89亿,1597万,2.72亿,1.01亿,11.5亿
大众交通,2018-12-31,5.28亿,8043万,8055万,3.67亿,35.6亿
大众交通,2017-12-31,4.40亿,7059万,6971万,3.00亿,25.6亿
大众交通,2016-12-31,5.66亿,5605万,2.07亿,3.04亿,32.3亿
海欣股份,2018-12-31,3.72亿,-209万,1.94亿,1.80亿,11.0亿
海欣股份,2017-12-31,3.34亿,389万,1.53亿,1.77亿,10.0亿
海欣股份,2016-12-31,2.94亿,67.8万,1.19亿,1.74亿,10.1亿
妙可蓝多,2018-12-31,3.59亿,5680万,2.05亿,9724万,12.3亿
妙可蓝多,2017-12-31,2.34亿,3483万,1.22亿,7661万,9.82亿
妙可蓝多,2016-12-31,1.67亿,2113万,3639万,1.09亿,5.12亿
上海新阳,2018-12-31,7967万,-399万,3723万,4643万,5.60亿
上海新阳,2017-12-31,6199万,-186万,3089万,3296万,4.72亿
上海新阳,2016-12-31,1.03亿,84.5万,2950万,7308万,4.14亿
姚记科技,2018-12-31,1.67亿,971万,9384万,6384万,9.44亿
姚记科技,2017-12-31,5668万,-472万,735万,5405万,6.63亿
姚记科技,2016-12-31,5957万,422万,758万,4776万,7.13亿
上汽集团,2018-12-31,850亿,1.95亿,634亿,213亿,9022亿
上汽集团,2017-12-31,796亿,1.43亿,611亿,183亿,8706亿
上汽集团,2016-12-31,754亿,-3.33亿,475亿,283亿,7564亿
交通银行,2018-12-31,--,--,--,--,2127亿
交通银行,2017-12-31,--,--,--,--,1960亿
交通银行,2016-12-31,--,--,--,--,1932亿
新朋股份,2018-12-31,2.23亿,-1025万,5842万,1.75亿,40.8亿
新朋股份,2017-12-31,2.20亿,972万,5299万,1.58亿,39.5亿
新朋股份,2016-12-31,2.87亿,-1197万,5648万,2.43亿,39.6亿
上海建工,2018-12-31,69.1亿,13.8亿,6.95亿,48.3亿,1705亿
上海建工,2017-12-31,61.5亿,14.2亿,5.53亿,41.7亿,1421亿
上海建工,2016-12-31,89.5亿,7.97亿,5.28亿,76.2亿,1337亿
松芝股份,2018-12-31,5.02亿,492万,3.03亿,1.94亿,36.9亿
松芝股份,2017-12-31,5.13亿,651万,3.09亿,1.98亿,41.7亿
松芝股份,2016-12-31,5.43亿,-543万,2.14亿,3.35亿,32.4亿
招商轮船,2018-12-31,10.7亿,6.38亿,4202万,3.87亿,109亿
招商轮船,2017-12-31,7.63亿,3.90亿,3394万,3.39亿,96.1亿
招商轮船,2016-12-31,3.88亿,2.01亿,--,1.87亿,60.3亿
协鑫集成,2018-12-31,13.3亿,3.97亿,4.27亿,5.07亿,112亿
协鑫集成,2017-12-31,14.4亿,5.43亿,4.72亿,4.26亿,144亿
协鑫集成,2016-12-31,14.8亿,5.25亿,4.09亿,5.42亿,120亿
上海机场,2018-12-31,5039万,-1.94亿,107万,2.43亿,93.1亿
上海机场,2017-12-31,1.26亿,-1.21亿,717万,2.40亿,80.6亿
上海机场,2016-12-31,9020万,-1.47亿,1318万,2.24亿,69.5亿
华谊集团,2018-12-31,24.7亿,2.35亿,9.76亿,12.6亿,445亿
华谊集团,2017-12-31,26.7亿,4.23亿,11.1亿,11.4亿,437亿
华谊集团,2016-12-31,28.9亿,1.65亿,9.87亿,17.4亿,419亿
中华企业,2018-12-31,13.7亿,5.38亿,2.70亿,5.58亿,193亿
中华企业,2017-12-31,17.0亿,7.08亿,4.22亿,5.66亿,131亿
中华企业,2016-12-31,14.6亿,9.26亿,2.50亿,2.80亿,142亿
外高桥,2018-12-31,9.76亿,2.77亿,2.77亿,4.22亿,77.8亿
外高桥,2017-12-31,8.95亿,1.91亿,2.62亿,4.41亿,90.1亿
外高桥,2016-12-31,8.84亿,2.02亿,2.73亿,4.08亿,86.6亿
开开实业,2018-12-31,1.61亿,-1212万,9749万,7592万,8.78亿
开开实业,2017-12-31,1.78亿,1578万,9061万,7135万,9.62亿
开开实业,2016-12-31,1.40亿,-1708万,8189万,7523万,9.06亿
益民集团,2018-12-31,4.61亿,2183万,2.69亿,1.70亿,15.0亿
益民集团,2017-12-31,4.62亿,2267万,2.70亿,1.69亿,18.8亿
益民集团,2016-12-31,4.72亿,2471万,2.74亿,1.73亿,28.7亿
宝钢包装,2018-12-31,4.12亿,9346万,1.94亿,1.24亿,49.8亿
宝钢包装,2017-12-31,3.80亿,1.09亿,1.70亿,1.01亿,45.5亿
宝钢包装,2016-12-31,4.54亿,8828万,1.81亿,1.85亿,40.0亿
华建集团,2018-12-31,8.84亿,-46.6万,7515万,8.09亿,59.6亿
华建集团,2017-12-31,7.77亿,-888万,6452万,7.22亿,52.9亿
华建集团,2016-12-31,9.10亿,-541万,4738万,8.68亿,45.5亿
中国核建,2018-12-31,23.7亿,7.30亿,9257万,15.4亿,515亿
中国核建,2017-12-31,22.9亿,7.19亿,7934万,14.9亿,455亿
中国核建,2016-12-31,26.7亿,5.39亿,7279万,20.6亿,415亿
陆家嘴,2018-12-31,15.3亿,9.88亿,1.81亿,3.63亿,126亿
陆家嘴,2017-12-31,17.7亿,12.8亿,1.31亿,3.60亿,93.2亿
陆家嘴,2016-12-31,9.76亿,5.60亿,1.58亿,2.57亿,128亿
拉夏贝尔,2018-12-31,65.9亿,5247万,60.3亿,5.04亿,102亿
拉夏贝尔,2017-12-31,47.6亿,1658万,43.5亿,3.89亿,90.0亿
拉夏贝尔,2016-12-31,44.4亿,163万,40.5亿,3.92亿,85.5亿
移远通信,2018-12-31,1.95亿,-161万,1.23亿,7273万,27.0亿
移远通信,2017-12-31,1.06亿,-1698万,7110万,5206万,16.6亿
移远通信,2016-12-31,5913万,-118万,2929万,3103万,5.73亿
信息发展,2018-12-31,1.43亿,1034万,5557万,7749万,7.07亿
信息发展,2017-12-31,1.32亿,996万,5047万,7107万,5.64亿
信息发展,2016-12-31,1.78亿,826万,4332万,1.26亿,5.21亿
振华重工,2018-12-31,27.8亿,15.2亿,1.16亿,11.4亿,218亿
振华重工,2017-12-31,19.2亿,7.58亿,1.21亿,10.4亿,219亿
振华重工,2016-12-31,30.8亿,12.2亿,1.00亿,17.6亿,243亿
科泰电源,2018-12-31,1.66亿,1033万,7574万,7994万,13.1亿
科泰电源,2017-12-31,1.55亿,2023万,6099万,7386万,10.7亿
科泰电源,2016-12-31,1.81亿,150万,7098万,1.09亿,8.15亿
上海沪工,2018-12-31,9076万,-1157万,5883万,4350万,8.64亿
上海沪工,2017-12-31,8849万,1240万,4687万,2923万,7.13亿
上海沪工,2016-12-31,8021万,-1474万,4100万,5395万,5.00亿
透景生命,2018-12-31,1.02亿,-497万,8327万,2350万,3.65亿
透景生命,2017-12-31,7116万,-660万,6667万,1109万,3.03亿
透景生命,2016-12-31,7945万,30.4万,4553万,3361万,2.31亿
上工申贝,2018-12-31,5.70亿,1686万,3.23亿,2.31亿,32.0亿
上工申贝,2017-12-31,4.87亿,-526万,2.85亿,2.07亿,30.6亿
上工申贝,2016-12-31,5.47亿,1554万,2.47亿,2.84亿,27.6亿
上海电气,2018-12-31,111亿,11.1亿,35.1亿,65.0亿,1012亿
上海电气,2017-12-31,99.0亿,5.10亿,31.1亿,62.9亿,795亿
上海电气,2016-12-31,126亿,3.09亿,34.9亿,87.8亿,885亿
万达信息,2018-12-31,6.34亿,1.55亿,1.04亿,3.75亿,22.0亿
万达信息,2017-12-31,5.07亿,1.18亿,1.08亿,2.82亿,24.2亿
万达信息,2016-12-31,5.40亿,9793万,9467万,3.48亿,20.8亿
普利特,2018-12-31,2.96亿,6411万,1.26亿,1.05亿,36.7亿
普利特,2017-12-31,2.66亿,4674万,1.15亿,1.04亿,34.0亿
普利特,2016-12-31,4.25亿,6716万,1.17亿,2.41亿,31.6亿
凯利泰,2018-12-31,3.38亿,2164万,1.95亿,1.22亿,9.31亿
凯利泰,2017-12-31,2.21亿,1502万,1.34亿,7214万,8.02亿
凯利泰,2016-12-31,2.16亿,1160万,9784万,1.06亿,5.51亿
汇纳科技,2018-12-31,8289万,-242万,4785万,3746万,2.49亿
汇纳科技,2017-12-31,6417万,-253万,3416万,3254万,2.03亿
汇纳科技,2016-12-31,7490万,-119万,2833万,4776万,1.73亿
上海九百,2018-12-31,5451万,-404万,1838万,4017万,7083万
上海九百,2017-12-31,5646万,-204万,1968万,3882万,9073万
上海九百,2016-12-31,6761万,200万,2041万,4519万,8998万
*ST长投,2018-12-31,1.52亿,4461万,5577万,5162万,10.3亿
*ST长投,2017-12-31,2.06亿,4645万,5308万,1.06亿,28.4亿
*ST长投,2016-12-31,1.98亿,1397万,5375万,1.30亿,27.1亿
汇通能源,2018-12-31,5032万,2371万,--,2662万,20.1亿
汇通能源,2017-12-31,5311万,2488万,--,2823万,24.7亿
汇通能源,2016-12-31,5775万,2944万,--,2831万,21.5亿
上海能源,2018-12-31,9.44亿,9666万,1.49亿,6.98亿,68.5亿
上海能源,2017-12-31,7.62亿,9522万,1.56亿,5.10亿,63.3亿
上海能源,2016-12-31,7.69亿,8932万,1.42亿,5.38亿,51.8亿
宝钢股份,2018-12-31,138亿,43.7亿,34.9亿,59.3亿,3052亿
宝钢股份,2017-12-31,122亿,33.7亿,33.7亿,54.2亿,2895亿
宝钢股份,2016-12-31,161亿,39.8亿,29.3亿,91.5亿,2464亿
水星家纺,2018-12-31,5.54亿,-666万,4.46亿,1.14亿,27.2亿
水星家纺,2017-12-31,5.02亿,592万,3.92亿,1.04亿,24.6亿
水星家纺,2016-12-31,4.80亿,1231万,3.04亿,1.63亿,19.8亿
岱美股份,2018-12-31,4.67亿,-3598万,2.38亿,2.64亿,42.7亿
岱美股份,2017-12-31,3.90亿,4323万,1.91亿,1.56亿,32.5亿
岱美股份,2016-12-31,4.07亿,-1362万,1.77亿,2.43亿,27.4亿
豫园股份,2018-12-31,31.3亿,3.77亿,12.1亿,15.4亿,338亿
豫园股份,2017-12-31,26.6亿,4.09亿,11.3亿,11.2亿,315亿
豫园股份,2016-12-31,18.3亿,1.16亿,7.13亿,10.0亿,156亿
春秋航空,2018-12-31,5.45亿,8371万,2.60亿,2.02亿,131亿
春秋航空,2017-12-31,6.77亿,1.92亿,2.98亿,1.87亿,110亿
春秋航空,2016-12-31,6.92亿,2.46亿,2.58亿,1.88亿,84.3亿
韦尔股份,2018-12-31,5.84亿,5287万,8642万,4.45亿,39.6亿
韦尔股份,2017-12-31,2.57亿,4827万,7372万,1.35亿,24.1亿
韦尔股份,2016-12-31,2.83亿,3390万,6247万,1.87亿,21.6亿
光明乳业,2018-12-31,58.6亿,2.01亿,49.9亿,6.68亿,210亿
光明乳业,2017-12-31,61.5亿,2.50亿,52.6亿,6.41亿,220亿
光明乳业,2016-12-31,66.8亿,2.90亿,56.2亿,7.72亿,202亿
金力泰,2018-12-31,1.11亿,-47.8万,5416万,5717万,8.09亿
金力泰,2017-12-31,1.11亿,-156万,5035万,6181万,7.98亿
金力泰,2016-12-31,1.34亿,-96.4万,4879万,8659万,7.90亿
延华智能,2018-12-31,1.35亿,516万,2342万,1.07亿,11.4亿
延华智能,2017-12-31,9862万,398万,1823万,7641万,11.9亿
延华智能,2016-12-31,1.50亿,502万,1727万,1.28亿,11.0亿
晨光文具,2018-12-31,11.6亿,-796万,7.89亿,3.80亿,85.3亿
晨光文具,2017-12-31,9.03亿,-281万,5.70亿,3.36亿,63.6亿
晨光文具,2016-12-31,6.99亿,-534万,4.05亿,3.00亿,46.6亿
徕木股份,2018-12-31,6470万,1938万,1925万,2607万,4.34亿
徕木股份,2017-12-31,5337万,1566万,1602万,2169万,3.74亿
徕木股份,2016-12-31,6441万,1446万,1255万,3741万,3.40亿
新世界,2018-12-31,5.30亿,1947万,1.66亿,3.45亿,27.8亿
新世界,2017-12-31,5.70亿,2167万,1.69亿,3.79亿,30.2亿
新世界,2016-12-31,5.50亿,4550万,1.63亿,3.41亿,30.2亿
ST创兴,2018-12-31,736万,16.4万,--,719万,2.22亿
ST创兴,2017-12-31,1200万,40.6万,47.3万,1112万,2468万
ST创兴,2016-12-31,588万,142万,42.0万,404万,5736万
*ST毅达,2018-12-31,1967万,1137万,--,830万,--
*ST毅达,2017-12-31,2.17亿,1386万,1050,2.03亿,3052万
*ST毅达,2016-12-31,3446万,230万,5927,3215万,6.08亿
上实医药,2008-12-31,6.86亿,1135万,3.95亿,2.81亿,32.1亿
上实医药,2007-12-31,5.75亿,1018万,3.12亿,2.52亿,28.5亿
上实医药,2006-12-31,5.23亿,739万,2.61亿,2.55亿,25.9亿
交大昂立,2018-12-31,1.54亿,34.7万,8541万,6808万,2.60亿
交大昂立,2017-12-31,1.79亿,3055万,8494万,6310万,2.82亿
交大昂立,2016-12-31,1.96亿,1846万,9477万,8308万,2.69亿
*ST上普,2018-12-31,1.54亿,6533万,1690万,7143万,2.58亿
*ST上普,2017-12-31,2.12亿,7758万,2223万,1.12亿,6.40亿
*ST上普,2016-12-31,2.20亿,4334万,2089万,1.55亿,6.88亿
新时达,2018-12-31,4.69亿,8468万,2.11亿,1.73亿,35.1亿
新时达,2017-12-31,4.61亿,5316万,2.19亿,1.89亿,34.0亿
新时达,2016-12-31,4.90亿,2137万,1.63亿,3.06亿,27.3亿
宝信软件,2018-12-31,2.95亿,-2620万,1.50亿,1.71亿,54.7亿
宝信软件,2017-12-31,2.74亿,-2434万,1.39亿,1.59亿,47.8亿
宝信软件,2016-12-31,7.75亿,-1982万,1.31亿,6.64亿,39.6亿
百联股份,2010-12-31,23.0亿,1.55亿,10.9亿,10.5亿,128亿
百联股份,2009-12-31,20.4亿,1.88亿,8.80亿,9.75亿,105亿
百联股份,2008-12-31,19.2亿,2.50亿,7.72亿,8.93亿,91.8亿
克来机电,2018-12-31,4409万,-170万,687万,3893万,5.83亿
克来机电,2017-12-31,2022万,-292万,360万,1955万,2.52亿
