公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
ST亚星,2017-12-31,1.63亿,4551万,6802万,4934万,19.5亿
ST亚星,2016-12-31,2.22亿,9637万,5460万,7067万,14.6亿
希努尔,2018-12-31,1.70亿,-360万,1.21亿,5245万,17.2亿
希努尔,2017-12-31,1.86亿,361万,1.34亿,4827万,7.75亿
希努尔,2016-12-31,1.93亿,528万,1.33亿,5545万,6.96亿
山东海化,2018-12-31,3.74亿,571万,1.63亿,2.06亿,52.6亿
山东海化,2017-12-31,3.19亿,470万,1.58亿,1.57亿,48.2亿
山东海化,2016-12-31,3.00亿,851万,1.32亿,1.59亿,33.6亿
龙源技术,2018-12-31,1.10亿,-659万,4765万,6885万,4.64亿
龙源技术,2017-12-31,1.17亿,-1741万,6301万,7161万,5.96亿
龙源技术,2016-12-31,1.70亿,-1276万,6323万,1.19亿,4.45亿
华东数控,2018-12-31,1.49亿,2371万,1328万,1.12亿,8308万
华东数控,2017-12-31,1.39亿,5345万,1223万,7371万,1.11亿
华东数控,2016-12-31,9445万,4201万,1356万,3888万,1.68亿
宝莫股份,2018-12-31,5587万,66.0万,1918万,3603万,4.50亿
宝莫股份,2017-12-31,9130万,39.3万,1838万,7253万,4.10亿
宝莫股份,2016-12-31,1.38亿,-440万,6695万,7579万,8.98亿
惠城环保,2018-12-31,5078万,705万,1790万,2584万,3.44亿
惠城环保,2017-12-31,4051万,557万,1272万,2222万,2.67亿
惠城环保,2016-12-31,2709万,487万,744万,1477万,1.94亿
东方铁塔,2018-12-31,3.42亿,5090万,2.00亿,9129万,22.0亿
东方铁塔,2017-12-31,3.05亿,7140万,1.45亿,8808万,20.5亿
东方铁塔,2016-12-31,2.52亿,2446万,1.17亿,1.11亿,16.6亿
同大股份,2018-12-31,2557万,20.8万,677万,1860万,4.69亿
同大股份,2017-12-31,3296万,633万,704万,1959万,4.37亿
同大股份,2016-12-31,4334万,-459万,689万,4103万,4.32亿
*ST凯瑞,2018-12-31,4617万,2557万,714万,1347万,2504万
*ST凯瑞,2017-12-31,2998万,2034万,137万,827万,7802万
*ST凯瑞,2016-12-31,4611万,2648万,102万,1861万,3363万
滨化股份,2018-12-31,7.45亿,1.23亿,3.04亿,3.19亿,67.5亿
滨化股份,2017-12-31,5.94亿,8622万,2.60亿,2.48亿,64.7亿
滨化股份,2016-12-31,5.08亿,8669万,1.83亿,2.38亿,48.6亿
园城黄金,2018-12-31,580万,154万,--,427万,1208万
园城黄金,2017-12-31,576万,196万,--,380万,1110万
园城黄金,2016-12-31,581万,218万,--,363万,1086万
海利尔,2018-12-31,2.11亿,-3012万,1.28亿,1.13亿,21.9亿
海利尔,2017-12-31,1.97亿,2620万,1.01亿,7006万,15.9亿
海利尔,2016-12-31,1.85亿,-677万,8401万,1.08亿,10.3亿
威海广泰,2018-12-31,3.13亿,3022万,1.64亿,1.19亿,21.9亿
威海广泰,2017-12-31,3.00亿,1803万,1.59亿,1.23亿,18.0亿
威海广泰,2016-12-31,3.36亿,1874万,1.31亿,1.86亿,15.6亿
中通客车,2018-12-31,6.57亿,1.57亿,3.59亿,1.42亿,60.8亿
中通客车,2017-12-31,6.91亿,1.25亿,4.10亿,1.56亿,78.5亿
中通客车,2016-12-31,9.85亿,6490万,6.21亿,2.99亿,92.6亿
鲁西化工,2018-12-31,13.5亿,4.52亿,5.09亿,3.88亿,213亿
鲁西化工,2017-12-31,12.8亿,3.78亿,4.66亿,4.38亿,158亿
鲁西化工,2016-12-31,14.0亿,4.56亿,4.75亿,4.66亿,109亿
史丹利,2018-12-31,6.11亿,1997万,3.75亿,2.16亿,56.9亿
史丹利,2017-12-31,6.46亿,1560万,4.52亿,1.79亿,52.7亿
史丹利,2016-12-31,8.89亿,-1128万,4.91亿,4.10亿,62.4亿
天润曲轴,2018-12-31,3.30亿,5815万,1.08亿,1.63亿,34.1亿
天润曲轴,2017-12-31,2.66亿,3933万,1.07亿,1.20亿,30.2亿
天润曲轴,2016-12-31,2.94亿,1983万,9557万,1.78亿,18.2亿
正海磁材,2018-12-31,1.38亿,-573万,5597万,8824万,16.8亿
正海磁材,2017-12-31,1.16亿,-134万,5580万,6104万,11.9亿
正海磁材,2016-12-31,2.26亿,-1630万,6845万,1.73亿,15.9亿
阳谷华泰,2018-12-31,1.80亿,1303万,7870万,8778万,20.8亿
阳谷华泰,2017-12-31,1.65亿,3468万,5755万,7326万,16.4亿
阳谷华泰,2016-12-31,1.48亿,2695万,3427万,8630万,12.4亿
博汇纸业,2018-12-31,9.65亿,4.65亿,3.31亿,1.70亿,83.4亿
博汇纸业,2017-12-31,9.36亿,3.32亿,4.64亿,1.41亿,89.5亿
博汇纸业,2016-12-31,8.57亿,3.75亿,3.82亿,9972万,78.0亿
太阳纸业,2018-12-31,20.3亿,7.20亿,7.50亿,5.56亿,218亿
太阳纸业,2017-12-31,16.6亿,5.71亿,6.63亿,4.30亿,189亿
太阳纸业,2016-12-31,15.7亿,5.50亿,5.72亿,4.49亿,145亿
海信电器,2018-12-31,36.2亿,8993万,29.5亿,5.77亿,351亿
海信电器,2017-12-31,28.0亿,1.11亿,22.8亿,4.12亿,329亿
海信电器,2016-12-31,32.0亿,-2453万,22.5亿,9.70亿,318亿
天能重工,2018-12-31,1.48亿,1059万,8482万,5285万,13.9亿
天能重工,2017-12-31,7374万,-1900万,5212万,4062万,7.38亿
天能重工,2016-12-31,1.23亿,-316万,6664万,5945万,9.61亿
中航沈飞,2018-12-31,6.85亿,-8784万,1527万,7.58亿,202亿
中航沈飞,2017-12-31,9.24亿,3425万,3484万,8.55亿,195亿
中航沈飞,2016-12-31,9.42亿,2054万,6048万,8.61亿,179亿
歌尔股份,2018-12-31,19.3亿,3.18亿,5.69亿,10.4亿,238亿
歌尔股份,2017-12-31,18.9亿,4.21亿,5.03亿,9.62亿,255亿
歌尔股份,2016-12-31,22.9亿,8601万,4.45亿,17.5亿,193亿
先达股份,2018-12-31,2.04亿,-796万,4851万,1.64亿,16.4亿
先达股份,2017-12-31,1.62亿,938万,3262万,1.20亿,11.2亿
先达股份,2016-12-31,1.46亿,-1042万,2552万,1.31亿,8.66亿
玲珑轮胎,2018-12-31,15.9亿,2.33亿,9.09亿,4.50亿,153亿
玲珑轮胎,2017-12-31,14.7亿,3.44亿,7.59亿,3.64亿,139亿
玲珑轮胎,2016-12-31,16.6亿,1.69亿,7.44亿,7.51亿,105亿
正海生物,2018-12-31,9908万,-103万,8357万,1654万,2.16亿
正海生物,2017-12-31,9365万,-213万,7630万,1947万,1.83亿
正海生物,2016-12-31,9401万,-206万,6400万,3208万,1.51亿
东宏股份,2018-12-31,1.66亿,368万,1.00亿,6246万,16.4亿
东宏股份,2017-12-31,1.50亿,429万,9485万,5073万,15.1亿
东宏股份,2016-12-31,1.51亿,930万,7335万,6865万,11.2亿
三角轮胎,2018-12-31,8.78亿,2956万,5.94亿,2.54亿,75.1亿
三角轮胎,2017-12-31,8.35亿,1.25亿,4.55亿,2.55亿,79.2亿
三角轮胎,2016-12-31,7.52亿,2517万,3.36亿,3.91亿,67.1亿
双一科技,2018-12-31,8342万,-325万,3959万,4707万,5.36亿
双一科技,2017-12-31,1.20亿,680万,5764万,5553万,5.95亿
双一科技,2016-12-31,8809万,-366万,4560万,4615万,4.80亿
鲁阳节能,2018-12-31,3.58亿,-615万,2.31亿,1.32亿,18.4亿
鲁阳节能,2017-12-31,2.93亿,511万,1.92亿,9571万,16.0亿
鲁阳节能,2016-12-31,2.67亿,184万,1.70亿,9527万,11.9亿
万华化学,2018-12-31,35.2亿,7.95亿,17.2亿,10.0亿,606亿
万华化学,2017-12-31,31.4亿,9.29亿,14.2亿,7.96亿,531亿
万华化学,2016-12-31,34.8亿,8.90亿,11.7亿,14.2亿,301亿
鲁北化工,2018-12-31,6334万,-628万,1182万,5780万,6.58亿
鲁北化工,2017-12-31,5813万,-476万,1654万,4635万,6.08亿
鲁北化工,2016-12-31,6952万,-493万,2512万,4934万,5.13亿
光威复材,2018-12-31,9762万,302万,2944万,6516万,13.6亿
光威复材,2017-12-31,7443万,2080万,1407万,3956万,9.49亿
光威复材,2016-12-31,1.77亿,1794万,1079万,1.48亿,6.33亿
南山铝业,2018-12-31,15.3亿,2.64亿,5.32亿,7.33亿,202亿
南山铝业,2017-12-31,11.9亿,2.05亿,3.90亿,5.94亿,171亿
南山铝业,2016-12-31,11.5亿,1.43亿,4.28亿,5.79亿,132亿
山推股份,2018-12-31,7.80亿,7098万,4.06亿,3.03亿,80.0亿
山推股份,2017-12-31,7.97亿,1.52亿,3.15亿,3.30亿,63.5亿
山推股份,2016-12-31,8.81亿,9113万,2.62亿,5.28亿,44.0亿
金雷股份,2018-12-31,2969万,-1228万,1229万,2968万,7.90亿
金雷股份,2017-12-31,5181万,2057万,894万,2231万,5.96亿
金雷股份,2016-12-31,3518万,-1095万,842万,3771万,6.36亿
豪迈科技,2018-12-31,1.72亿,563万,6461万,1.02亿,37.2亿
豪迈科技,2017-12-31,1.87亿,4657万,5045万,8994万,29.9亿
豪迈科技,2016-12-31,2.29亿,-1017万,5428万,1.85亿,26.1亿
圣阳股份,2018-12-31,1.67亿,398万,1.09亿,5359万,18.4亿
圣阳股份,2017-12-31,1.68亿,1805万,1.01亿,4864万,17.1亿
圣阳股份,2016-12-31,2.16亿,853万,1.10亿,9804万,15.5亿
汉缆股份,2018-12-31,3.90亿,1316万,2.50亿,1.27亿,55.7亿
汉缆股份,2017-12-31,3.54亿,1052万,2.16亿,1.27亿,47.4亿
汉缆股份,2016-12-31,3.88亿,-821万,1.66亿,2.31亿,41.4亿
通裕重工,2018-12-31,4.21亿,2.05亿,8342万,1.33亿,35.4亿
通裕重工,2017-12-31,3.74亿,1.59亿,7146万,1.43亿,31.7亿
通裕重工,2016-12-31,3.79亿,1.53亿,5974万,1.66亿,24.3亿
金城医药,2018-12-31,7.26亿,-397万,4.49亿,2.81亿,30.1亿
金城医药,2017-12-31,4.76亿,1781万,2.44亿,2.14亿,27.9亿
金城医药,2016-12-31,2.27亿,-292万,3977万,1.90亿,14.2亿
*ST金泰,2018-12-31,1005万,-108万,1.48万,1111万,545万
*ST金泰,2017-12-31,940万,-41.7万,22.1万,960万,2486万
*ST金泰,2016-12-31,949万,-60.4万,55.6万,953万,2.90亿
软控股份,2018-12-31,4.54亿,6951万,9610万,2.88亿,27.6亿
软控股份,2017-12-31,4.95亿,5623万,1.23亿,3.16亿,27.3亿
软控股份,2016-12-31,7.64亿,8315万,1.36亿,5.45亿,19.3亿
胜利股份,2018-12-31,4.79亿,9933万,2.47亿,1.32亿,46.8亿
胜利股份,2017-12-31,3.39亿,5332万,1.66亿,1.20亿,38.3亿
胜利股份,2016-12-31,3.51亿,4676万,1.59亿,1.45亿,26.5亿
齐峰新材,2018-12-31,1.82亿,1438万,9720万,7006万,36.8亿
齐峰新材,2017-12-31,1.91亿,1779万,9100万,8228万,35.7亿
齐峰新材,2016-12-31,2.55亿,1143万,8856万,1.55亿,27.1亿
元利科技,2018-12-31,7682万,-204万,3496万,4390万,13.7亿
元利科技,2017-12-31,9118万,1809万,3079万,4230万,12.5亿
元利科技,2016-12-31,4228万,-308万,2744万,1792万,9.32亿
青岛啤酒,2018-12-31,57.6亿,-4.97亿,48.7亿,13.9亿,266亿
青岛啤酒,2017-12-31,66.2亿,-3.70亿,57.7亿,12.3亿,263亿
青岛啤酒,2016-12-31,71.1亿,-2.57亿,60.3亿,13.4亿,261亿
晨鸣纸业,2018-12-31,49.0亿,27.4亿,11.9亿,9.68亿,289亿
晨鸣纸业,2017-12-31,43.1亿,21.2亿,13.0亿,8.92亿,295亿
晨鸣纸业,2016-12-31,40.9亿,14.8亿,11.7亿,14.4亿,226亿
英派斯,2018-12-31,1.80亿,-104万,1.28亿,5309万,9.08亿
英派斯,2017-12-31,1.73亿,928万,1.14亿,4971万,8.57亿
英派斯,2016-12-31,2.05亿,-206万,1.20亿,8713万,7.79亿
丽鹏股份,2018-12-31,1.50亿,-157万,4557万,1.06亿,12.5亿
丽鹏股份,2017-12-31,1.07亿,-1431万,2654万,9527万,18.6亿
丽鹏股份,2016-12-31,1.06亿,-1809万,2535万,9880万,17.5亿
山东章鼓,2018-12-31,1.75亿,105万,9187万,8249万,9.43亿
山东章鼓,2017-12-31,1.28亿,16.2万,6210万,6552万,7.01亿
山东章鼓,2016-12-31,1.12亿,-125万,3908万,7437万,4.81亿
伟隆股份,2018-12-31,4078万,-347万,2272万,2153万,3.47亿
伟隆股份,2017-12-31,4490万,318万,2176万,1997万,2.86亿
伟隆股份,2016-12-31,4115万,-297万,1770万,2642万,2.73亿
张  裕Ａ,2018-12-31,16.5亿,3595万,12.7亿,3.44亿,51.4亿
张  裕Ａ,2017-12-31,16.3亿,1859万,12.7亿,3.36亿,49.3亿
张  裕Ａ,2016-12-31,15.9亿,2197万,12.5亿,3.10亿,47.2亿
华泰股份,2018-12-31,10.4亿,1.78亿,4.65亿,4.01亿,148亿
华泰股份,2017-12-31,12.5亿,2.61亿,6.19亿,3.69亿,137亿
华泰股份,2016-12-31,11.7亿,3.51亿,3.85亿,4.34亿,108亿
康欣新材,2018-12-31,3.29亿,8956万,9055万,1.49亿,22.9亿
康欣新材,2017-12-31,2.61亿,4038万,8316万,1.37亿,18.2亿
康欣新材,2016-12-31,1.58亿,3090万,5123万,7549万,13.1亿
泰和新材,2018-12-31,1.43亿,-463万,7589万,7171万,21.7亿
泰和新材,2017-12-31,9950万,-172万,5457万,4664万,15.5亿
泰和新材,2016-12-31,1.50亿,-975万,5895万,1.01亿,15.8亿
冰轮环境,2018-12-31,6.53亿,-701万,4.53亿,2.07亿,36.1亿
冰轮环境,2017-12-31,6.46亿,7379万,3.79亿,1.94亿,34.5亿
冰轮环境,2016-12-31,6.41亿,-69.6万,3.88亿,2.53亿,30.7亿
青岛中程,2018-12-31,1.51亿,4583万,929万,9582万,13.0亿
青岛中程,2017-12-31,1.04亿,3260万,703万,6394万,15.2亿
青岛中程,2016-12-31,1.29亿,189万,1825万,1.08亿,12.0亿
赛轮轮胎,2018-12-31,15.2亿,2.88亿,8.69亿,3.66亿,137亿
赛轮轮胎,2017-12-31,15.8亿,3.03亿,8.70亿,4.09亿,138亿
赛轮轮胎,2016-12-31,15.3亿,1.61亿,7.42亿,6.28亿,111亿
新华锦,2018-12-31,1.85亿,35.3万,1.22亿,6267万,13.6亿
新华锦,2017-12-31,1.92亿,1054万,1.23亿,5941万,13.6亿
新华锦,2016-12-31,1.87亿,-693万,1.37亿,5708万,13.0亿
鲁  泰Ａ,2018-12-31,5.98亿,4878万,1.58亿,3.91亿,68.8亿
鲁  泰Ａ,2017-12-31,5.31亿,6334万,1.44亿,3.23亿,64.1亿
鲁  泰Ａ,2016-12-31,8.41亿,2095万,1.59亿,6.61亿,59.9亿
汇金通,2018-12-31,1.16亿,3240万,6462万,1897万,9.58亿
汇金通,2017-12-31,1.05亿,3385万,4957万,2135万,8.03亿
汇金通,2016-12-31,9013万,1327万,3980万,3707万,6.52亿
步长制药,2018-12-31,87.6亿,7026万,80.4亿,6.57亿,137亿
步长制药,2017-12-31,89.1亿,4963万,82.9亿,5.73亿,139亿
步长制药,2016-12-31,79.8亿,1.43亿,68.5亿,9.86亿,123亿
山东高速,2018-12-31,13.3亿,8.66亿,33.0万,4.59亿,68.3亿
山东高速,2017-12-31,12.2亿,8.19亿,1229万,3.93亿,81.3亿
山东高速,2016-12-31,9.65亿,5.65亿,2596万,3.74亿,84.6亿
ST东海洋,2018-12-31,1.27亿,2201万,1721万,8762万,7.25亿
ST东海洋,2017-12-31,1.25亿,3147万,1639万,7702万,7.79亿
ST东海洋,2016-12-31,1.03亿,2329万,1410万,6517万,7.07亿
中际旭创,2018-12-31,3.93亿,7921万,6023万,2.53亿,51.6亿
中际旭创,2017-12-31,1.86亿,3713万,3202万,1.17亿,23.6亿
中际旭创,2016-12-31,4341万,-111万,370万,4082万,1.32亿
山东路桥,2018-12-31,5.15亿,1.17亿,--,3.98亿,148亿
山东路桥,2017-12-31,4.23亿,7925万,--,3.44亿,124亿
山东路桥,2016-12-31,4.57亿,6703万,--,3.90亿,81.5亿
*ST龙力,2018-12-31,7.60亿,5.08亿,7564万,1.77亿,8.56亿
*ST龙力,2017-12-31,6.53亿,4.02亿,8287万,1.68亿,19.7亿
*ST龙力,2016-12-31,2.02亿,3620万,4202万,1.24亿,8.80亿
东诚药业,2018-12-31,7.87亿,6793万,5.74亿,1.44亿,23.3亿
东诚药业,2017-12-31,5.00亿,6130万,3.34亿,1.06亿,16.0亿
东诚药业,2016-12-31,3.02亿,-246万,1.95亿,1.09亿,11.6亿
莱钢股份,2010-12-31,16.6亿,4.42亿,1.54亿,10.7亿,403亿
莱钢股份,2009-12-31,17.6亿,4.42亿,1.41亿,11.7亿,283亿
莱钢股份,2008-12-31,23.3亿,6.11亿,5.33亿,11.9亿,398亿
山东黄金,2018-12-31,25.8亿,7.92亿,3723万,17.5亿,548亿
山东黄金,2017-12-31,24.2亿,5.00亿,3115万,18.9亿,510亿
山东黄金,2016-12-31,25.6亿,3.25亿,3444万,22.1亿,502亿
沃华医药,2018-12-31,4.94亿,224万,4.57亿,3435万,7.74亿
沃华医药,2017-12-31,4.29亿,930万,3.90亿,2944万,7.27亿
沃华医药,2016-12-31,3.40亿,436万,2.89亿,4692万,5.63亿
东阿阿胶,2018-12-31,21.5亿,1566万,17.8亿,3.63亿,73.4亿
东阿阿胶,2017-12-31,21.7亿,1179万,18.1亿,3.53亿,73.7亿
东阿阿胶,2016-12-31,20.9亿,-1650万,16.2亿,4.93亿,63.2亿
山东药玻,2018-12-31,3.53亿,-3147万,2.19亿,1.66亿,25.8亿
山东药玻,2017-12-31,3.36亿,1674万,1.96亿,1.24亿,23.3亿
山东药玻,2016-12-31,3.11亿,-1628万,1.94亿,1.33亿,20.6亿
中宠股份,2018-12-31,1.88亿,-246万,1.40亿,5099万,14.1亿
中宠股份,2017-12-31,1.29亿,1166万,6754万,4955万,10.2亿
中宠股份,2016-12-31,1.04亿,-66.4万,5071万,5418万,7.91亿
弘宇股份,2018-12-31,2087万,81.1万,889万,1117万,2.39亿
弘宇股份,2017-12-31,2626万,125万,1101万,1399万,2.83亿
弘宇股份,2016-12-31,4148万,224万,1267万,2657万,2.82亿
鲁抗医药,2018-12-31,6.52亿,2509万,4.87亿,1.40亿,33.3亿
鲁抗医药,2017-12-31,4.59亿,4530万,2.97亿,1.16亿,26.0亿
鲁抗医药,2016-12-31,5.03亿,2707万,2.35亿,2.41亿,25.1亿
鲁商发展,2018-12-31,8.95亿,5991万,5.67亿,2.68亿,88.2亿
鲁商发展,2017-12-31,7.92亿,4685万,5.09亿,2.36亿,82.9亿
鲁商发展,2016-12-31,3.81亿,4076万,1.95亿,1.46亿,76.5亿
隆基机械,2018-12-31,1.88亿,-1213万,1.22亿,7836万,19.0亿
隆基机械,2017-12-31,2.07亿,2196万,1.19亿,6609万,17.2亿
隆基机械,2016-12-31,1.64亿,-434万,9899万,6916万,14.7亿
海尔智家,2018-12-31,379亿,9.39亿,287亿,83.2亿,1833亿
海尔智家,2017-12-31,378亿,16.0亿,290亿,71.6亿,1634亿
海尔智家,2016-12-31,304亿,7.20亿,213亿,84.0亿,1191亿
万润股份,2018-12-31,3.25亿,-4060万,1.52亿,2.14亿,26.3亿
万润股份,2017-12-31,3.67亿,1877万,1.62亿,1.86亿,24.6亿
万润股份,2016-12-31,3.75亿,-173万,1.28亿,2.49亿,18.5亿
山东华鹏,2018-12-31,1.75亿,4717万,7021万,5804万,8.02亿
山东华鹏,2017-12-31,1.66亿,4693万,6506万,5427万,7.85亿
山东华鹏,2016-12-31,1.52亿,3514万,5652万,6055万,6.96亿
共达电声,2018-12-31,1.18亿,1411万,1874万,8497万,8.05亿
共达电声,2017-12-31,1.39亿,2053万,1994万,9827万,7.87亿
共达电声,2016-12-31,1.63亿,802万,1567万,1.39亿,7.16亿
石大胜华,2018-12-31,2.40亿,3909万,8025万,1.21亿,53.3亿
石大胜华,2017-12-31,2.08亿,2683万,8310万,9828万,47.7亿
石大胜华,2016-12-31,1.56亿,882万,7180万,7525万,37.9亿
日辰股份,2018-12-31,2988万,-75.5万,1603万,1461万,2.38亿
日辰股份,2017-12-31,2937万,-43.6万,1504万,1477万,2.09亿
日辰股份,2016-12-31,2871万,-1.79万,1382万,1490万,1.57亿
