34233760203,2018年07月,石展豪xs,床不干净，不知道什么原因，管家说可能太潮没晾干有味，但是这个枕头是臭的，我感觉像是上一位房客留下的口水，怎么说呢，我枕这自己衣服睡的。不过房间装修很好，很安静，总体还可以吧,因为洗衣粉没有洗干净导致出现了这样的情况，幸亏你及时联系我们管家，我们才知道这个情况，床单被套我们都是一客一换的哦。希望你喜欢我们的房子，下次来住会给你一个大大的优惠哦
23620753503,2018年12月,Daisy岩,真的很干净 管家叔叔也很贴心 还给我们拎行李 卫生间也很大 非常满意,谢谢亲的点评哦~
23620753503,2018年10月,软耳根,管家先生人很好 我们去拍照很照顾我们  就是房间太小了😂,谢谢亲的点评哦
23620753503,2018年10月,Sg9ssg,住的很舒服，小区很安静，管家也很贴心，房间干净整洁，棒棒哒！,谢谢亲选择我们并五分好评哦
23620753503,2018年09月,boluo116,非常好的入住体验,谢谢亲选择我们并五分好评哦~
23620753503,2018年09月,机智的才让,除了位置有点偏，其他都还好，在别墅区里的民宿值得体验住一下！,谢谢亲选择我们家 希望我们的服务可以换的您的五分好评哦
23620753503,2018年08月,le篮子,房间干净，装修也是我喜欢的北欧风，小区晚上非常安静，而且吃饭的地方距离也很近，便捷！床品和洗浴用品品质很高，尤其是有浴缸，泡了澡晚上睡眠更好！房主卫生间智能科技配置高。重要的是早晨还早早帮我们准备了早餐，地下停车场便捷。整个过程和体验非常便捷舒服。谢谢！,谢谢亲对于我们的认同哦~
23620753503,2018年08月,raindropbu,干净 离迪士尼很近,谢谢亲选择了我们.希望我们的服务可以得到您五分的好评
23620753503,2018年08月,面面丶,距离迪士尼还是有点距离，其他一切都完美,谢谢亲选择我们家.希望我们的服务可以得到您五分的好评
23620753503,2018年08月,小予的家,住宿条件还是不错！干净整洁！让你有种家的感觉！如果说专程到迪斯尼推荐入住，毕竟距离差不多的民宿有很多，我住过我觉得还可以！在上海走边玩的话最好是找离地铁近的！在上海坐地铁确实很挤很久！不赶时间可以住远点。如果想步行就逛吃逛喝的话就不推荐了！到了晚上很安静！总的来说也不错！毕竟对民宿还是要比对酒店的感觉要好些！,谢谢亲选择我们家 希望我们的服务可以换到您五分的好评
23620753503,2018年07月,SUBURBIA_,房间干净整洁，非常喜欢房间的风格，房东也很热情，告诉我们怎么玩怎么走，下次来上海还会来的！,谢谢亲的点评
34403319903,2018年11月,uchihakami,很好的地方，推荐,感谢您对我家的认可哟 这套房子很简介大气的  欢迎您再次入住
34403319903,2018年11月,陈之高,很干净，位置也好,谢谢您的好评哟 我家这套是目前很受欢迎的简约风，离地铁站也很近，交通非常便利，欢迎再次入住哦！
34403319903,2018年11月,阿布sym,第二次入住了，感觉很棒，像自己家一样，满分,感谢老客人的好评哟 沟通得非常愉快 欢迎再次入住
34403319903,2018年11月,nicholeshen,入住前未按时打扫，洗澡水凉。入住体验一般,非常抱歉给您带来不好的体验哟 您当时反馈的时候管家就立刻给物业打电话啦 物业当天给出的解释的是那天供热有点点问题 后来已经解决啦 另外我们最早的入住时间是下午两点 您可能是早到了一点点哦
34403319903,2018年10月,浅野启介2f,很棒 极简风格 但是很温馨,谢谢您的好评哟 欢迎再次入住
34403319903,2018年10月,rcmeao,体验真的可以说是非常糟糕了！第一没有门卡，出入乘坐电梯不方便。第二下午三点半入住，房间没有打扫，打开房门。。一片狼藉，等阿姨打扫完都四点多了。第三从下订单到入住前无人问津，到了地铁站都不知道具体位置在哪，还是我主动联系房东，房东让我联系管家。。几番周折才找到的住所,针对管家未联系您的事情我们也进行了及时的追踪 后来却是是管家记错了号码导致未联系上您 门卡我们现在已经统一放在进门显眼的位置确保客人能看到 保洁这边我们也尽量协调好打扫时间 很感谢在事后您仍然耐心的听我们的解释和道歉 再次感谢您！
34403319903,2018年10月,Doublesmall呀,棒！交通方便！,非常感谢您的好评哟 我们家离地铁很近呢 几分钟就走到住处啦 非常方便
34403319903,2018年09月,juyi7450,房间很干净，整体装饰很简洁，但物件都挺有质感的。地点也很好找，我们一开始绕了一圈，后来发现就在拐角处，离地铁站超级近，楼下罗森汉堡王也都有，叫外卖也很方便，小哥是可以上楼送到房间门口的，适合懒人，哈哈。唯一缺陷就是，我们的房间没有电梯卡，每次上楼都要麻烦保安大叔有点尴尬。,谢谢您的好评 因为门卡的问题您并没有责怪我们 反而给我们一个好评 非常感动 再次感谢
34403319903,2018年06月,夜猫子,房子离地铁很近，就在路口边上，房间布置的也非常有档次，对于这个价位来说很超值的，附近吃饭购物交通几分钟内都能到达。,None
26137653703,2018年12月,zhangnp,订了二个房间 这个房间是个人最满意的本人习惯这种风格的马桶是全自动的下次来还要在预定,谢谢亲的评估，最近超级缺评论的说，大家都不爱留言，急死我们啦T﹏T
26137653703,2018年11月,mfc2000,感觉非常棒，房间布置的很漂亮,谢谢亲来我们家暖舍做客哟
26137653703,2018年11月,wj橙橙橙子,民宿真的超级棒，房主特别的细心和负责任，很干净很舒适,而且很高大上的，已经是第二次住了，还会有下一次的！,我滴天，久旱逢甘露，太久没有人评论啦。大家都肿么了(๑◎△◎๑)〃最近完全不爱留言的节奏，谢谢老板赐字，感恩
26137653703,2018年11月,1wHannah,没得说  上实拍,谢谢亲的喜欢，么么哒～(^з^)-♡
26137653703,2018年10月,开元陈奕迅,挺好的，很不错。值得推荐喔，看的出房东布置的用心。,谢谢亲来我们家暖舍做客哟
26137653703,2018年10月,阿普莉尔,特别好的民宿！入住前房东给了很详细的攻略，地方很好找，开车到松江大学城地铁站，边上就是。房间漂亮，小清新风格特别满足少女心，男朋友也满意。房间里设备很齐全，东西牌子也很好，居然还意外发现投影仪，虽然不会用哈哈哈。位置在24楼，窗外风景很好。以前在松江大学城念书，这次回忆打卡之旅特别圆满，下次会再选择这家哒！,谢谢亲来我们家暖舍做客哟(づ￣³￣)づ
26137653703,2018年09月,Lynnzhou_,糟糕，是棒到想全部搬走的感觉！,谢谢亲来我们家暖舍做客哟(づ￣³￣)づ
26137653703,2018年08月,吴宁腻,超棒，想的超周到的，东西齐全，高层夜景超好看的，简直待着不想出门玩，下次可以来舒服的过个周末◝😊◜就是客服微信一直不在线，问题没有及时解决，希望改进一下啦，总体很棒哦~,谢谢亲来我们家暖舍做客哟，亲的满意就是我们暖舍最大的幸福啊！
26137653703,2018年07月,周周q8,真的是非常舒服！,谢谢亲来我们家暖舍做客，我们会做更多更多的可爱房子来回报f大家的喜爱！
26137653703,2018年07月,Wqxrwr,特别棒的入住体验哦~马桶很好！！哈哈哈哈哈哈 我喜欢！！！,None
35932224403,2019年03月,短发丸子,管家很贴心  帮您联系房东提前办理了入住,非常感谢您对管家的好评哟 管家表示超级开心  祝您一切顺利！
35932224403,2019年03月,smr_editor,很不错的房子，干净整洁。小区安保也很完备，让人安心，房东人很好。如果有机会还会来住的,周六的早上看到这样的好评心情真的好起来了呢 非常感谢您 欢迎您再次入住 祝您一切顺利哦！
35932224403,2019年02月,lequanv,很好👌距离商圈很近,非常感谢您的好评啦 我家离万达广场也很近 九号线松江大学城地铁站也很近呢  欢迎您再次入住我家哦
35932224403,2019年01月,jes9,房东很热情,谢谢您对我的肯定哟 我家这套房子也是很干净舒适 离地铁站也比较近哟 交通很方便的
35932224403,2018年11月,rl58xz,环境还不错，比较整洁,谢谢亲亲的好评 我们都是轻的专业的保洁阿姨进行保洁哟 欢迎您再次入住哦
35932224403,2018年10月,柳碧青,小型公寓，位置也很好找，我们是去欢乐谷，打车过去很方便，房间很干净，只是没有吹风机让我有点尴尬，总的来说还是很满意的，性价比很高。,谢谢亲亲的理解和好评哈 房里有吹风机哟 真的抱歉啦 我一定让管家放在显眼的位置 给您带来的不便非常抱歉！
35932224403,2018年09月,eagerly,入住体验很好,谢谢您的好评哟 欢迎下次入住哦
35932224403,2018年09月,白说方圆,住的地方很干净 楼下就是超市 玩的地方都很近 超赞！,超级感谢你的好评 我们会继续努力哒
35932224403,2018年08月,黄芽,帮家里人定的 挺好的 环境不错 东西齐全,谢谢您的好评哟 欢迎您再次入住
35932224403,2018年08月,小小小小小帐篷,小任管家服务真的很到位，不错，五星好评！,None
34789467403,2019年03月,park惠利i,还不错，就是电视机安放在楼上就更好了！,非常感谢小仙女的好评 欢迎您下次再入住我家哟
34789467403,2019年02月,哈哈哈1999,挺好的一家,非常感谢您的点评啦 短短几个字 就已经是很大的鼓励了哦 欢迎您再次入住我家！
34789467403,2019年01月,雨雀,挺好的，比较喜欢，门被风吹会嘎吱晃，用块布卡住就不会了，挺满意的。,嗯嗯 你的建议我收到啦我让管家去看看哟  欢迎您再次入住我家哟
34789467403,2018年11月,小广广广,很干净，交通方便，不错哒,谢谢好评 欢迎您再次入住哟
34789467403,2018年11月,MIN7KIKY,非常整洁，体验很好。,谢谢您的好评 您满意我们就很开心啦 欢迎您再次入住我家
34789467403,2018年10月,杨有仓,很不错的。推荐一下,谢谢亲亲的好评 欢迎您再次入住
34789467403,2018年10月,yiranyyyy,距离地铁站商场比较近。房间内很干净。就是沙发有点儿小，门被风一吹总是晃荡会发出响声。下次来上海还会住到这里，性价比很高很舒适。,感谢您的好评哟 沙发买的不大是因为感觉这个比例最合适啦 欢迎您下次入住哦
34789467403,2018年10月,xem6,全五星好评 性价比高 强推 有洗衣机很方便 唯一的就是床太软睡不习惯,感谢您的好评哟 欢迎下次入住
34789467403,2018年09月,zishu,挺满意的，就是菜刀不给力，切菜太麻烦了。,哇 菜品看起来超有食欲的呢 非常厉害哟 欢迎您再次入住我家咯
34789467403,2018年08月,ZFXLY,整体还不错，交通方便，附近商场什么的都很齐全,素质很高的小妹妹~入住期间沟通顺畅愉快，很有礼貌，对房子很爱惜，整体卫生也维护的较好，还带走了垃圾，比心喔❤
31388969803,2019年03月,beyond黄儿,整体还是很棒的，比想象中小，但是很温馨,None
