礼物店销售精英,奈雪的茶,3.5-4千/月,西安-雁塔区,无工作经验,高中,招2人,04-16发布,员工旅游|绩效奖金|年终奖金|专业培训|带薪年假|五险一金|全勤奖|节日福利|住房补贴|弹性工作
品牌部部长,西安汉城妇产医院有限公司,0.8-1.2万/月,西安-未央区,无工作经验,大专,招若干人,04-12发布,
行政前台,西安天富商务咨询有限公司,3-4千/月,西安,无工作经验,大专,招1人,04-10发布,做五休二|周末双休|五险一金|专业培训|绩效奖金|餐饮补贴|交通补贴
IT云计算解决方案测试工程师,华为技术有限公司,2-3万/月,西安-高新技术产业开发区,5-7年经验,本科,招10人,04-16发布,股票期权|年终奖金|绩效奖金|五险一金|出国机会|弹性工作|定期体检
公寓门店管家,西安万科企业有限公司,4.5-6千/月,西安,1年经验,大专,招999人,04-14发布,
新媒体推广专员,西安天富商务咨询有限公司,4-6千/月,西安,3-4年经验,大专,招1人,04-14发布,做五休二|周末双休|五险一金|专业培训|绩效奖金|餐饮补贴|交通补贴
国企纯接听文员客服、五险一金,陕西掘金一号网络科技有限公司,4.5-6千/月,西安-高新技术产业开发区,无工作经验,高中,招10人,04-14发布,
综合8k+课程顾问+月入过万,深圳思倍思文化有限公司,0.5-1万/月,西安-雁塔区,无工作经验,大专,招10人,04-14发布,周末双休|带薪年假|五险一金|免费班车|绩效奖金|全勤奖|节日福利|专业培训|加班补贴|弹性工作
市场经理,陕西中盈管理咨询有限公司,6-8万/年,西安-曲江文化新区,3-4年经验,本科,招2人,04-12发布,五险一金|员工旅游|专业培训|弹性工作|朝九晚五|生日礼品|国家法定假日|节日礼物
销售管理培训生,陕西星童教育科技有限公司,4.5-6千/月,西安-新城区,无工作经验,大专,招50人,04-12发布,
急聘  会计,陕西巨子生物技术有限公司,4.5-6千/月,西安,3-4年经验,本科,招2人,04-12发布,五险一金|绩效奖金|年终奖金|员工旅游|餐饮补贴
平面美工,西安哈牙食品有限公司,3-4.5千/月,西安-国家民用航天产业基地,1年经验,大专,招1人,04-13发布,通讯补贴|交通补贴|专业培训|全勤奖
供应链经理(职位编号：006153),西安传化丝路公路港物流有限公司,8-10万/年,西安,8-9年经验,本科,招1人,04-13发布,五险一金|餐饮补贴|通讯补贴|年终奖金|定期体检
营业员/导购,深圳月步文化科技有限公司,3-4.5千/月,西安-未央区,无工作经验,高中,招1人,04-10发布,高于同行薪资|节假日三薪|全勤奖|加班补贴|带薪年假|专业培训
社群销售(J10155),北京启萌教育科技有限公司,4.5-6千/月,北京-朝阳区,2年经验,大专,招若干人,04-10发布,
市场BD,陕西汇搜信息科技有限公司,0.6-1.2万/月,西安-雁塔区,无工作经验,高中,招5人,04-11发布,专业培训|绩效奖金|节日福利|员工旅游|年终奖金
网络销售人员,西安易知行品牌策划有限公司,3.5-7千/月,西安-高新技术产业开发区,2年经验,大专,招2人,04-11发布,绩效奖金|五险一金|员工旅游|年终奖金|定期体检|补充医疗保险|弹性工作
C++工程师(001287)(职位编号：netposa001287),东方网力科技股份有限公司,1-1.5万/月,西安-雁塔区,3-4年经验,本科,招3人,04-02发布,
测试工程师(001480)(职位编号：netposa001480),东方网力科技股份有限公司,1-1.5万/月,西安-雁塔区,无工作经验,本科,招2人,04-02发布,
Web前端开发工程师,东方网力科技股份有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招2人,04-02发布,五险一金|股票期权|绩效奖金|专业培训|通讯补贴|定期体检|餐饮补贴
C++工程师(数据产品),东方网力科技股份有限公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招10人,04-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|股票期权|定期体检|专业培训|绩效奖金|年终奖金
幼儿教师,西安学文企业文化传播有限公司,3-4.5千/月,西安-未央区,2年经验,大专,招8人,04-08发布,
客服经理,西安新方位网络科技有限公司,4.5-9千/月,西安-碑林区,1年经验,大专,招2人,04-08发布,五险一金|弹性工作|绩效奖金|节日福利|200全勤|300车补|全勤奖|专业培训|交通补贴
项目经理（申报  双休   五险一金）,西安格润牧业股份有限公司,4-8千/月,西安,3-4年经验,本科,招1人,04-09发布,五险一金|员工旅游|专业培训|定期体检
高级策划师&策划副经理+万科悦湾项目(职位编号：10),陕西中原物业顾问有限公司,6-8千/月,西安-灞桥区,2年经验,大专,招若干人,04-09发布,带薪年假|五险一金|专业培训|工龄工资|节日福利
选品,西安欧派信息技术有限公司,3-6千/月,西安-雁塔区,2年经验,大专,招若干人,04-09发布,专业培训|社保|定期团建|免费下午茶|带薪年假|生日福利
视频剪辑,陕西中企智汇知识产权服务有限公司,3.5-5千/月,西安-高新技术产业开发区,1年经验,大专,招1人,04-09发布,
酒店驻店销售,西安吉美艺术文化传播有限公司,0.3-1万/月,西安-碑林区,2年经验,大专,招2人,04-16发布,员工旅游|年终奖金|绩效奖金|专业培训
微波结构工程师,陕西天翌天线股份有限公司,4-9千/月,西安,1年经验,本科,招5人,04-16发布,绩效奖金|全勤奖
系统集成工程师,陕西天翌天线股份有限公司,4-9千/月,西安,无工作经验,本科,招1人,04-16发布,
筹建管家,北京路客互联网科技有限公司,3-4.5千/月,西安-未央区,1年经验,本科,招1人,04-16发布,弹性工作|五险一金|带薪年假|绩效奖金|专业培训|晋升空间|期权
销售经理,陕西天成瑞源电力科技有限公司,0.8-1万/月,西安-未央区,无工作经验,大专,招10人,04-15发布,
品牌督导（依思Q）,盛奥国际控股有限公司,3.5-6千/月,西安-雁塔区,1年经验,大专,招2人,04-15发布,通讯补贴|绩效奖金|五险一金|员工旅游
创意文案策划,成都绽妍生物技术有限公司,4.5-6千/月,西安-雁塔区,3-4年经验,大专,招3人,04-15发布,五险一金|绩效奖金|定期体检|双休
人力资源业务专员+双休+绩效+五险,陕西卓越天成职业技能培训学校,3-4.5千/月,西安-碑林区,2年经验,大专,招1人,04-15发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|节日福利
课程顾问+绩效+双休+五险,陕西卓越天成职业技能培训学校,3-4.5千/月,西安-碑林区,1年经验,大专,招1人,04-15发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|节日福利
网络竞价专员,西安汇博企业管理咨询有限公司,4.5-6千/月,西安-碑林区,1年经验,大专,招2人,04-15发布,五险一金|住房补贴|交通补贴|通讯补贴|绩效奖金|节日福利
供应链主管(职位编号：006154),西安传化丝路公路港物流有限公司,6-8万/年,西安,5-7年经验,大专,招1人,04-13发布,五险一金|餐饮补贴|通讯补贴|年终奖金|定期体检
手游渠道商务专员,西安麦游网络科技有限公司,4.5-6千/月,西安,1年经验,大专,招2人,04-13发布,餐饮补贴|专业培训|绩效奖金|年终奖金|定期体检
供应链专员(职位编号：006155),西安传化丝路公路港物流有限公司,4-5万/年,西安,2年经验,大专,招1人,04-13发布,五险一金|餐饮补贴|通讯补贴|年终奖金|定期体检
IT培训讲师（电商）,北京中公教育科技股份有限公司,0.6-1.2万/月,西安-新城区,无工作经验,本科,招10人,04-13发布,五险一金|专业培训|定期体检|年终奖金|交通补贴|餐饮补贴|弹性工作
生产总监,西安富阎移动能源有限公司,1.5-2万/月,西安-阎良区,8-9年经验,本科,招1人,04-11发布,周末双休|带薪年假|五险一金|通讯补贴|交通补贴|餐饮补贴
文案策划,西安富阎移动能源有限公司,6-8千/月,西安-雁塔区,3-4年经验,大专,招1人,04-11发布,通讯补贴|交通补贴|餐饮补贴|节日福利|免费班车|定期体检|年终奖金|五险一金|包住宿|包吃
融资主管（基金方向）,西安富阎移动能源有限公司,0.8-1.5万/月,西安-雁塔区,3-4年经验,本科,招1人,04-11发布,通讯补贴|交通补贴|餐饮补贴|节日福利|免费班车|定期体检|年终奖金|五险一金|绩效奖金|专业培训
盒马鲜生-营销主管（太白印象城店）,上海盒马网络科技有限公司,3-4.5千/月,西安-雁塔区,3-4年经验,大专,招1人,04-11发布,五险一金|绩效奖金|餐饮补贴
商务专员,西安麦游网络科技有限公司,3-5千/月,西安,1年经验,大专,招1人,04-11发布,带薪年假|餐饮补贴|专业培训
JAVA工程师,东方网力科技股份有限公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招10人,04-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|股票期权|定期体检|专业培训|绩效奖金|年终奖金
JS工程师,东方网力科技股份有限公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招10人,04-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|股票期权|定期体检|专业培训|绩效奖金|年终奖金
Python开发工程师,东方网力科技股份有限公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招10人,04-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|股票期权|定期体检|专业培训|绩效奖金|年终奖金
地接操作计调,西安观天下国际旅行社有限公司,3-4.5千/月,西安-未央区,2年经验,大专,招2人,04-09发布,五险一金|补充公积金|员工旅游|交通补贴|通讯补贴|专业培训|绩效奖金|弹性工作
市场专员,西安道恩丰田汽车销售服务有限公司,3-4千/月,西安,1年经验,大专,招1人,04-09发布,带薪年假|五险一金|全勤奖|绩效奖金|节日福利|免费午餐
Web前端开发工程师,电讯盈科 西安,0.8-1.3万/月,西安,3-4年经验,大专,招1人,04-09发布,五险一金|定期体检|补充医疗保险|年终奖金
招商经理,重庆德杰地产集团有限公司西安分公司,1.2-1.6万/月,西安-临潼区,5-7年经验,大专,招1人,04-09发布,五险一金|弹性工作|交通补贴|通讯补贴|绩效奖金
需求分析师,陕西中创云车科技有限公司,4-6千/月,西安-新城区,1年经验,本科,招2人,04-04发布,周末双休|绩效奖金|专业培训|五险一金
市场营销专员(机械，数控，国贸类均可）,西安创锐贸易有限公司,2.8-5.5千/月,西安,无工作经验,中专,招5人,04-04发布,员工旅游|绩效奖金|年终奖金|出国机会|专业培训|弹性工作|交通补贴|通讯补贴|定期体检
特聘金融售后客服专员,中国平安人寿保险股份有限公司陕西分公司,6-8千/月,西安,1年经验,大专,招5人,04-04发布,做五休二|周末双休|弹性工作|带薪年假|节日福利|专业培训
房产销售,中国平安人寿保险股份有限公司陕西分公司,0.8-1万/月,西安,无工作经验,大专,招10人,04-04发布,做五休二|周末双休|弹性工作|带薪年假|节日福利|专业培训
优秀应届生的摇篮+管培生,中国平安人寿保险股份有限公司陕西分公司,6-8千/月,西安,1年经验,大专,招5人,04-04发布,做五休二|周末双休|弹性工作|带薪年假|节日福利|专业培训
营运经理/副经理,西安碑林万达广场,1-1.5万/月,西安,5-7年经验,大专,招1人,04-04发布,带薪年假|五险一金|包吃|节日福利|专业培训
校园渠道推广,掌门1对1,1-1.5万/月,西安-未央区,无工作经验,大专,招若干人,04-04发布,
GSMR网优工程师,西安众讯通信科技有限公司,3-4.5千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,04-04发布,五险一金|交通补贴|年终奖金|专业培训|通讯补贴|定期体检
web前端工程师,西安悦泰科技有限责任公司,0.7-1.3万/月,西安,3-4年经验,本科,招2人,03-29发布,五险一金|交通补贴|通讯补贴|专业培训|定期体检
成本招采岗,西安正荣置业发展有限公司,1.5-2万/月,西安-未央区,3-4年经验,本科,招1人,04-05发布,
JAVA软件工程师,西安悦泰科技有限责任公司,5-8千/月,西安,3-4年经验,本科,招2人,03-29发布,五险一金|交通补贴|绩效奖金|通讯补贴|定期体检
销售 双休 五险一金(职位编号：SECOME002),陕西西科姆电子安全有限公司,5-8千/月,西安,无工作经验,大专,招7人,03-29发布,周末双休|五险一金|节日福利|交通补贴|降温津贴|取暖津贴|定期体检|意外保险|年假|法定节假日
平面设计师双休+五险一金,北京同途伟业管理顾问有限责任公司,4.5-6千/月,西安,2年经验,大专,招1人,03-29发布,五险一金|员工旅游|专业培训|绩效奖金|年终奖金
数据分析专员,美菜网,4.5-6千/月,西安,2年经验,大专,招若干人,03-28发布,五险一金|带薪年假|节日福利|绩效奖金|通讯补贴|高温补贴|补充公积金|专业培训|年终奖金|股票期权
白鹿仓景区—商管主管,陕西锋双实业有限公司,5-7千/月,西安-灞桥区,3-4年经验,大专,招1人,03-28发布,带薪年假|五险一金|包住宿|绩效奖金|节日福利|专业培训|餐饮补贴|高温补贴
售前产品经理（年薪15W起）(职位编号：sangfor000417),深信服科技股份有限公司,1-1.5万/月,深圳-南山区,无工作经验,本科,招若干人,03-28发布,五险一金|交通补贴|通讯补贴|专业培训|年终奖金|定期体检
房地产置业顾问,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
房地产置业顾问,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,2年经验,大专,招10人,04-16发布,
销售代表,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
销售经理（年薪15W起）(职位编号：sangfor000400),深信服科技股份有限公司,0.8-1万/月,深圳-南山区,无工作经验,本科,招若干人,03-28发布,五险一金|员工旅游|通讯补贴|专业培训|绩效奖金|定期体检
销售代表,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
市场主管,陕西华泰龙工程科技集团有限公司,6-8千/月,西安-未央区,3-4年经验,大专,招1人,04-15发布,带薪年假|五险一金|年终奖金|员工旅游|节日福利
文案策划,西安壹厨作数字科技有限公司,5-6千/月,西安,3-4年经验,本科,招2人,04-15发布,
微信粉丝推广/新媒体,西安壹厨作数字科技有限公司,3-4.5千/月,西安,无工作经验,大专,招2人,04-15发布,弹性工作|带薪年假|五险一金|绩效奖金|节日福利|专业培训|交通补贴|餐饮补贴|通讯补贴|高温补贴
网络推广专员,广州睿方进出口有限公司,4-6千/月,西安,3-4年经验,本科,招若干人,04-15发布,周末双休|补充医疗保险|五险一金|年终奖金|绩效奖金
房地产策划,西安莱悦房地产营销策划有限公司,0.6-1.2万/月,西安,无工作经验,大专,招3人,04-15发布,交通补贴|餐饮补贴|专业培训|绩效奖金|年终奖金|员工旅游
报建主管,西安绿城港诚房地产开发有限公司,1-1.5万/月,西安-高新技术产业开发区,无工作经验,本科,招若干人,04-15发布,
联通语音客服无加班3k起,陕西海腾信息科技有限公司,4.5-6千/月,西安-雁塔区,无工作经验,高中,招若干人,04-15发布,
IT培训讲师（新媒体营销）,北京中公教育科技股份有限公司,0.6-1.2万/月,西安-新城区,无工作经验,本科,招15人,04-13发布,五险一金|专业培训|定期体检|年终奖金|交通补贴|餐饮补贴|弹性工作
市场宣讲师,北京中公教育科技股份有限公司,3.3-6千/月,西安-新城区,无工作经验,本科,招5人,04-13发布,五险一金|专业培训|定期体检|年终奖金|交通补贴|餐饮补贴|弹性工作
视频审核专员（双休+五险一金）,万胜商贸,3.5-6千/月,西安-长安区,无工作经验,大专,招3人,04-13发布,周末双休|弹性工作|带薪年假|五险一金|包住宿|全勤奖|绩效奖金|高温补贴|节日福利
人事行政专员,陕西孩子王儿童用品有限公司,3-4.5千/月,西安-未央区,2年经验,大专,招1人,04-11发布,五险一金|通讯补贴|餐饮补贴|绩效奖金|年终奖金|生日假|女性关怀假|定期体检
销售顾问,浙江桔瓣科技有限公司,0.6-1.2万/月,西安-经济技术开发区,3-4年经验,大专,招2人,04-11发布,五险一金|交通补贴|通讯补贴|年终奖金
市场经理(5K-8K),陕西中海知易信息技术有限公司,5-8千/月,西安-雁塔区,1年经验,大专,招1人,04-11发布,绩效奖金|专业培训|定期体检|员工旅游
客服文员,四川莫名信息科技有限公司西安分公司,3.5-5.5千/月,西安,无工作经验,大专,招20人,04-11发布,五险一金|带薪年假|专业培训|节日福利|绩效奖金|高温补贴|弹性工作
数据开发工程师（实习生）,梵界信息技术（上海）股份有限公司西安分公司,3-4.5千/月,西安-碑林区,无工作经验,本科,招1人,04-11发布,五险一金|周末双休|带薪年假|生日礼物|过节礼品
油品总监,优玖科技陕西分公司,10-20万/年,西安-未央区,2年经验,大专,招1人,04-11发布,五险一金|员工旅游|专业培训|出国机会|年终奖金|绩效奖金|弹性工作
视频开发工程师,东方网力科技股份有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招1人,04-02发布,五险一金|股票期权|绩效奖金|专业培训|通讯补贴|定期体检|餐饮补贴
ceph开发工程师,东方网力科技股份有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招1人,04-02发布,五险一金|股票期权|绩效奖金|专业培训|通讯补贴|定期体检|餐饮补贴
Java高级开发工程师,东方网力科技股份有限公司,1.2-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招3人,04-02发布,五险一金|股票期权|绩效奖金|专业培训|通讯补贴|定期体检|餐饮补贴
软件测试工程师,东方网力科技股份有限公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招5人,04-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|股票期权|定期体检|专业培训|绩效奖金|年终奖金
人事行政助理,西安腾虹信息科技有限公司,2.5-4千/月,西安,无工作经验,大专,招2人,04-09发布,五险一金|弹性工作|专业培训|出国机会|绩效奖金|员工旅游|年终奖金|通讯补贴|免费班车
A312-1网站维护工程师,西安卓睿信息技术有限公司,4.5-6千/月,西安,无工作经验,大专,招5人,04-10发布,五险一金|补充医疗保险|补充公积金|免费班车|员工旅游|交通补贴|绩效奖金
储备干部（门店管理方向）,大玩家超乐场,3-4千/月,北京-朝阳区,无工作经验,大专,招若干人,03-21发布,
店总经理,大玩家超乐场,10-30万/年,北京,5-7年经验,大专,招10人,03-21发布,带薪年假|包住宿|绩效奖金|全勤奖|专业培训|餐饮补贴|通讯补贴
管理培训生（门店管理方向）,大玩家超乐场,3-4千/月,北京-朝阳区,无工作经验,大专,招若干人,03-21发布,
店面总经理,大玩家超乐场,15-30万/年,北京-朝阳区,2年经验,大专,招5人,03-21发布,五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|带薪年假|包住宿
管理培训生（实习生/培训专员）+免费住宿+晋升空间大,西安创锐贸易有限公司,3.7-6.9千/月,西安,无工作经验,大专,招11人,04-05发布,通讯补贴|绩效奖金|员工旅游|交通补贴|年终奖金|专业培训|包住宿|节日福利|全勤奖
客户关系岗,西安正荣置业发展有限公司,1.5-2万/月,西安-未央区,3-4年经验,本科,招1人,04-05发布,
总经理业务助理,北京同途伟业管理顾问有限责任公司,1-1.5万/月,西安,5-7年经验,大专,招1人,03-29发布,做五休二|周末双休|带薪年假|五险一金|绩效奖金
电话客服专员,陕西汇搜信息科技有限公司,4.5-6千/月,西安-雁塔区,无工作经验,高中,招5人,03-29发布,专业培训|绩效奖金|节日福利|员工旅游|年终奖金
BD市场商务拓展,陕西汇搜信息科技有限公司,6-8千/月,西安-雁塔区,1年经验,高中,招10人,03-29发布,弹性工作|专业培训|绩效奖金|高温补贴|节日福利|员工旅游|年终奖金
家居销售顾问（西安未央）,天津美维信息技术有限公司成都分公司,0.5-1万/月,西安-未央区,无工作经验,高中,招2人,03-28发布,带薪年假|餐饮补贴|五险|奖金
CRM会员管理经理,西安维沃通信设备有限责任公司,6-8千/月,西安,3-4年经验,本科,招1人,03-28发布,
促销督导-西安办事处,健合集团—BNC事业部,4.5-6千/月,西安,2年经验,大专,招1人,03-28发布,五险一金|补充医疗保险|员工旅游|出国机会|弹性工作|绩效奖金|年终奖金
美妆主管-西安办,健合集团—BNC事业部,1-1.5万/月,西安,3-4年经验,大专,招1人,03-28发布,交通补贴|绩效奖金|通讯补贴
手机游戏渠道拓展,西安麦游网络科技有限公司,3.5-6.5千/月,西安,1年经验,大专,招若干人,03-28发布,餐饮补贴|绩效奖金|年终奖金|股票期权|弹性工作|专业培训|五险一金
人力资源部副部长,陕西文化产业（西安）投资有限公司,10-12万/年,西安-曲江文化新区,8-9年经验,本科,招1人,03-28发布,
行政助理（底薪+奖金+绩效+包住宿）,西安潜龙电子科技有限公司,2-4千/月,西安-雁塔区,无工作经验,大专,招4人,03-28发布,五险一金|全勤奖|包住宿|专业培训
房产销售（猎聘房产精英）,玛雅房屋雅荷城市花园,3-5千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
房产销售（猎聘房产千里马）,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
销售代表,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招10人,04-16发布,
诚聘销售店长,玛雅房屋雅荷城市花园,5-8千/月,西安-未央区,2年经验,大专,招5人,04-16发布,
房产销售（猎聘房产千里马）,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招若干人,04-16发布,
房产销售（猎聘房产千里马）,玛雅房屋雅荷城市花园,4.5-6千/月,西安-未央区,无工作经验,初中及以下,招20人,04-16发布,
高薪聘请销售店长,玛雅房屋雅荷城市花园,5-8千/月,西安-未央区,3-4年经验,大专,招5人,04-16发布,
房产经纪人,玛雅房屋雅荷城市花园,3-4.5千/月,西安-未央区,无工作经验,初中及以下,招5人,04-16发布,
房产经纪人,玛雅房屋雅荷城市花园,3-4.5千/月,西安-未央区,无工作经验,初中及以下,招5人,04-16发布,
